일시,기온(°C),풍향(deg),풍속(m/s),강수량(mm),습도(%)
2018-06-29 20:00,26.8,191.3,1.2,0,70.4
2018-06-29 21:00,25.9,192.1,1.3,0,77.8
2018-06-29 22:00,25.3,199.4,1.3,0,80.6
2018-06-29 23:00,24.8,185.3,0.5,0,84.2
2018-06-30 0:00,24.6,220.7,0.8,0,85.6
2018-06-30 1:00,24.3,0,0.1,0,88.9
2018-06-30 2:00,24.1,0,0,0,89.7
2018-06-30 3:00,23.7,0,0,0,92.2
2018-06-30 4:00,23.8,0,0.1,0,91.4
2018-06-30 5:00,23.7,0,0.3,0,92.7
2018-06-30 6:00,23.4,0,0,0,93.8
2018-06-30 7:00,24.4,0,0.1,0,88.1
2018-06-30 8:00,25.5,0,0.3,0,81.6
2018-06-30 9:00,26.7,0,0.4,0,70.7
2018-06-30 10:00,27.1,347.6,0.9,0,71.9
2018-06-30 11:00,27.5,101.6,1.1,0,68.6
2018-06-30 12:00,28.5,54.8,1,0,66
2018-06-30 13:00,28.3,92.5,1,0,67.3
2018-06-30 14:00,28.8,133.2,1.6,0,68
2018-06-30 15:00,25.8,108,2.3,3.5,83.8
2018-06-30 16:00,26.2,0,0.3,0,84.2
2018-06-30 17:00,24.7,208.4,0.9,1.5,95.4
2018-06-30 18:00,24.7,132.4,0.5,0,94.6
2018-06-30 19:00,24.2,162,0.6,0,89.4
2018-06-30 20:00,24,0,0.3,0,85
2018-06-30 21:00,24.1,32.8,1.5,0,84.3
2018-06-30 22:00,23.2,133,1.2,0,91.1
2018-06-30 23:00,23.9,76.6,1.4,0,81.1
2018-07-01 0:00,23.5,91.5,1.5,0,80.6
2018-07-01 1:00,23,51.8,1,0,82.3
2018-07-01 2:00,22,43.3,1.3,0,87.2
2018-07-01 3:00,21.4,0,0,0.5,91.9
2018-07-01 4:00,21.1,101,2.2,1.5,93.4
2018-07-01 5:00,20.5,61.2,1.2,6.5,97.9
2018-07-01 6:00,20.6,46.2,0.8,11,99.9
2018-07-01 7:00,20.7,0,0.1,6.5,99.9
2018-07-01 8:00,20.9,22.5,0.8,3,99.6
2018-07-01 9:00,21.3,330.9,0.8,2,99.2
2018-07-01 10:00,22.7,121.9,1.1,0,89.3
2018-07-01 11:00,25.3,91.2,0.7,0,83.1
2018-07-01 12:00,26.9,41.2,0.8,0,77.1
2018-07-01 13:00,26.1,247.6,1.5,0,83.5
2018-07-01 14:00,23.3,329,1.3,9.5,98.9
2018-07-01 15:00,22.2,218.5,0.9,17.5,99.5
2018-07-01 16:00,22,178.4,0.8,8.5,97.8
2018-07-01 17:00,22.6,0,0.3,0.5,96.1
2018-07-01 18:00,21.9,147.4,1.3,6,97.9
2018-07-01 19:00,21.8,60,0.6,7,99
2018-07-01 20:00,21.5,297.7,0.6,11.5,99.9
2018-07-01 21:00,21.6,158.2,0.8,1,99.4
2018-07-01 22:00,21.6,0,0,1,99.9
2018-07-01 23:00,21.6,0,0,0.5,99.9
2018-07-02 0:00,21.6,267.9,0.6,5.5,99.9
2018-07-02 1:00,21.3,0,0.4,15,99.9
2018-07-02 2:00,21.2,0,0.3,0,99.9
2018-07-02 3:00,21,0,0.2,3.5,99.9
2018-07-02 4:00,21.4,95.8,1.3,1.5,97.6
2018-07-02 5:00,21.3,0,0.3,1,98.8
2018-07-02 6:00,21.2,83.3,0.6,17,99.8
2018-07-02 7:00,21.2,0,0.3,0.5,99.9
2018-07-02 8:00,21.8,334.8,1.4,0,97.4
2018-07-02 9:00,22.9,0,0.1,0,94.6
2018-07-02 10:00,24.2,0,0,0,85.1
2018-07-02 11:00,25,297.3,0.6,0,82.5
2018-07-02 12:00,24.7,0,0.3,0,89.2
2018-07-02 13:00,24,69.5,0.8,4.5,97.8
2018-07-02 14:00,24.2,0,0,0.5,96.7
2018-07-02 15:00,23.9,165.1,0.6,0.5,96.6
2018-07-02 16:00,24.1,0,0.2,3,98
2018-07-02 17:00,24,17.4,0.5,1,95.6
2018-07-02 18:00,23.8,2.3,0.8,2,98.2
2018-07-02 19:00,23.9,27.3,1.2,0,96.8
2018-07-02 20:00,23.5,0,0.1,0,98.6
2018-07-02 21:00,23.3,0,0.2,0,99.1
2018-07-02 22:00,23.2,0,0,1,99.9
2018-07-02 23:00,23.1,0,0.1,0,99.9
2018-07-03 0:00,23,0,0.3,0,99.9
2018-07-03 1:00,23,0,0.1,0,99.9
2018-07-03 2:00,22.7,0,0.4,0,99.9
2018-07-03 3:00,22.8,0,0.3,0,99.9
2018-07-03 4:00,22.6,0,0,0,99.9
2018-07-03 5:00,22.4,0,0,0,99.9
2018-07-03 6:00,22.5,0,0.1,0,99.9
2018-07-03 7:00,24.1,92.5,1.9,0,92.9
2018-07-03 8:00,24.9,38.2,1.5,0,87.4
2018-07-03 9:00,26.2,93.2,2,0,81.8
2018-07-03 10:00,27,59.3,1.3,0,77.1
2018-07-03 11:00,27.4,79.1,1.7,0,72.4
2018-07-03 12:00,28.3,62.8,1.7,0,69.6
2018-07-03 13:00,28.5,73.1,3.1,0,67.1
2018-07-03 14:00,28.8,77.1,3.1,0,66.5
2018-07-03 15:00,27.5,83.9,3.6,0,68.8
2018-07-03 16:00,27.1,109.3,2.1,0,71.7
2018-07-03 17:00,27.4,82.7,2,0,69.3
2018-07-03 18:00,26.9,78.6,1.5,0,70.8
2018-07-03 19:00,26.7,53.1,1,0,70.1
2018-07-03 20:00,26.4,66.9,1.1,0,71
2018-07-03 21:00,26.2,54.8,1.3,0,71.6
2018-07-03 22:00,25,110.3,0.9,0,78.2
2018-07-03 23:00,25.3,329.8,1.3,0,76
2018-07-04 0:00,24.7,108.6,1,0,81.1
2018-07-04 1:00,24.1,99.8,0.6,0,84.4
2018-07-04 2:00,23.7,0,0,0,88
2018-07-04 3:00,24,0,0,0,87.6
2018-07-04 4:00,24.2,0,0,0,84.8
2018-07-04 5:00,23.7,0,0.2,0,88.9
2018-07-04 6:00,23.7,223.9,0.6,0,87
2018-07-04 7:00,24.9,205.7,1.3,0,80.6
2018-07-04 8:00,25.7,226.5,1.6,0,79.2
2018-07-04 9:00,27.9,226.6,0.9,0,75.3
2018-07-04 10:00,28.5,185.6,1.5,0,70.2
2018-07-04 11:00,29.7,214.7,2.4,0,67.3
2018-07-04 12:00,30.6,223.8,2.6,0,64.5
2018-07-04 13:00,31.4,237.1,3,0,62.6
2018-07-04 14:00,31.4,252.1,2.8,0,61.9
2018-07-04 15:00,30.5,230.3,3.2,0,65.5
2018-07-04 16:00,31.2,237.3,3.1,0,62.7
2018-07-04 17:00,31.1,240.8,2.9,0,61.4
2018-07-04 18:00,30.2,237.7,2.6,0,61.3
2018-07-04 19:00,28.3,219.4,1.8,0,66.2
2018-07-04 20:00,26.8,229.2,2.1,0,74.1
2018-07-04 21:00,25.8,205.8,1.7,0,78
2018-07-04 22:00,25.1,224.1,1.7,0,79.2
2018-07-04 23:00,24.6,235.6,1.6,0,81.3
2018-07-05 0:00,24.3,217.6,1.5,0,84.1
2018-07-05 1:00,23.9,199.9,1,0,87.9
2018-07-05 2:00,24,0,0.2,0,88.3
2018-07-05 3:00,24,0,0.3,0,89.2
2018-07-05 4:00,23.8,0,0.4,0,93
2018-07-05 5:00,23.8,0,0,0,94.8
2018-07-05 6:00,23.5,0,0.3,0.5,96.7
2018-07-05 7:00,24.1,0,0.3,0,92.9
2018-07-05 8:00,24.2,0,0.1,0,94.3
2018-07-05 9:00,24.8,236.9,0.6,0,90.8
2018-07-05 10:00,25.3,0,0.4,0,84.7
2018-07-05 11:00,27.7,187.5,1.2,0,72.9
2018-07-05 12:00,28.5,198.1,1.5,0,68.1
2018-07-05 13:00,29.6,158.1,1.3,0,61.6
2018-07-05 14:00,30.9,149.5,1.3,0,63.2
2018-07-05 15:00,30.6,95.7,1.9,0,61.3
2018-07-05 16:00,30.4,122.7,1.4,0,61.3
2018-07-05 17:00,28.2,270.4,1.3,0,73
2018-07-05 18:00,25.6,202.3,1.6,0.5,93.8
2018-07-05 19:00,25.2,199.5,1.2,0,93.6
2018-07-05 20:00,25,0,0.1,0,91.6
2018-07-05 21:00,24,24,1.5,3,95
2018-07-05 22:00,23.8,44.8,0.5,4,99
2018-07-05 23:00,23.6,70,1,5,98.5
2018-07-06 0:00,23.4,112.3,2,0,88.4
2018-07-06 1:00,23.2,333.2,0.5,0,86.9
2018-07-06 2:00,23.2,34.9,0.6,0,84.9
2018-07-06 3:00,23.1,89.2,1,0,85.3
2018-07-06 4:00,22.9,0,0.3,0,86.1
2018-07-06 5:00,23.1,91.6,0.9,0,80.3
2018-07-06 6:00,22.8,71.6,1.7,0,81.3
2018-07-06 7:00,21.8,80.9,1.1,2.5,91.6
2018-07-06 8:00,21.6,0,0.2,1.5,95.4
2018-07-06 9:00,21.2,19.7,1,6,99.7
2018-07-06 10:00,21.3,81.3,1.8,1.5,93.8
2018-07-06 11:00,21.4,105.5,1.5,0,92.6
2018-07-06 12:00,20.7,104.8,1.3,3.5,96.5
2018-07-06 13:00,21.3,105,1,4.5,95.5
2018-07-06 14:00,22.1,74,1.5,0,85.6
2018-07-06 15:00,23.5,41,1.8,0,78.4
2018-07-06 16:00,24.9,49.9,2.2,0,71.7
2018-07-06 17:00,24.5,87.6,1.7,0,69
2018-07-06 18:00,24.3,83.1,1.8,0,71.1
2018-07-06 19:00,23.4,126.1,1.4,0,75.5
2018-07-06 20:00,22.9,113.4,1,0,77.2
2018-07-06 21:00,22.4,67.2,1.7,0,74.5
2018-07-06 22:00,21.6,93.3,0.9,0,77.2
2018-07-06 23:00,21.2,92.5,1.5,0,74.6
2018-07-07 0:00,20.7,129.6,0.5,0,75.5
2018-07-07 1:00,20.4,91.1,0.8,0,74.5
2018-07-07 2:00,19.9,104.8,1.5,0,75.7
2018-07-07 3:00,18.7,128,1.1,0,83.6
2018-07-07 4:00,18.7,142.3,0.7,0,81.8
2018-07-07 5:00,19,117.9,1.6,0,78.3
2018-07-07 6:00,19.2,83.6,1.2,0,75.5
2018-07-07 7:00,20.6,57.6,1.1,0,70.4
2018-07-07 8:00,21.6,74.5,1.2,0,67.1
2018-07-07 9:00,22,65.9,1.8,0,66
2018-07-07 10:00,23.5,71.3,1.8,0,61.5
2018-07-07 11:00,24.5,66.7,1.8,0,58.3
2018-07-07 12:00,25.5,29.8,2.6,0,58.7
2018-07-07 13:00,26.1,87.1,2.5,0,55.5
2018-07-07 14:00,26.6,55.2,2.2,0,54.4
2018-07-07 15:00,27,39.6,2.7,0,54
2018-07-07 16:00,27.7,31.1,1.9,0,54.8
2018-07-07 17:00,26.5,77,2.4,0,56.6
2018-07-07 18:00,25.5,133.1,2.2,0,58.9
2018-07-07 19:00,24.9,117.1,1.9,0,58.6
2018-07-07 20:00,24.3,107.5,2.7,0,60.1
2018-07-07 21:00,23.7,107.5,2.9,0,62.6
2018-07-07 22:00,22.6,118.5,2.7,0,67.5
2018-07-07 23:00,21.9,22,1.3,0,57.6
2018-07-08 0:00,20.9,30.3,1.1,0,60.3
2018-07-08 1:00,19.8,125.3,1.4,0,66.8
2018-07-08 2:00,19.2,129.2,1.5,0,69.1
2018-07-08 3:00,18.9,82.2,1,0,69.3
2018-07-08 4:00,18.4,132.5,1.1,0,72.1
2018-07-08 5:00,18.4,82.6,1.2,0,72.5
2018-07-08 6:00,18.2,0,0.2,0,73.9
2018-07-08 7:00,19.5,64.4,0.7,0,68
2018-07-08 8:00,19.7,81.2,0.8,0,70.1
2018-07-08 9:00,21.5,87.8,0.8,0,65.6
2018-07-08 10:00,21.7,129,2.1,0,66.2
2018-07-08 11:00,22.9,134.3,1.4,0,63.8
2018-07-08 12:00,23.8,52.1,1.4,0,62.6
2018-07-08 13:00,24.2,77.3,2.2,0,61.2
2018-07-08 14:00,25.9,76.7,1.9,0,59.5
2018-07-08 15:00,25,128.4,1.7,0,61.6
2018-07-08 16:00,25.3,73.7,2.2,0,60.7
2018-07-08 17:00,24.9,92.7,1.4,0,63.2
2018-07-08 18:00,24.7,118.3,1.5,0,63.5
2018-07-08 19:00,23.7,129.6,1.6,0,67.2
2018-07-08 20:00,23,125.7,1.4,0,69.3
2018-07-08 21:00,23,67.4,1.3,0,69.5
2018-07-08 22:00,22.7,45.3,1.6,0,70.7
2018-07-08 23:00,22.4,40,1.4,0,71.9
2018-07-09 0:00,21.9,82.6,1.5,0,74
2018-07-09 1:00,21.5,79.2,1.7,0,75.8
2018-07-09 2:00,21.3,140.3,1.1,0,77.6
2018-07-09 3:00,21,14.3,0.9,0,78.7
2018-07-09 4:00,21,42.4,1.4,0,77.8
2018-07-09 5:00,20.7,102.8,2.3,0,78.7
2018-07-09 6:00,20.9,84.9,0.9,0,77.8
2018-07-09 7:00,20.7,102.8,1.6,0,79.3
2018-07-09 8:00,20.7,65.9,1.2,0,79.1
2018-07-09 9:00,20.6,86.6,1.1,0,82.6
2018-07-09 10:00,19.5,133.9,0.6,3.5,95.6
2018-07-09 11:00,19.6,32,1.7,3.5,94.2
2018-07-09 12:00,19.7,37.7,0.7,6.5,98.4
2018-07-09 13:00,19.6,0,0.4,4.5,98.7
2018-07-09 14:00,20,3.6,0.7,0.5,97.4
2018-07-09 15:00,20.3,0,0.2,0,95
2018-07-09 16:00,21,9.1,1,0,94.5
2018-07-09 17:00,21.2,88.7,0.8,0,89.6
2018-07-09 18:00,21.6,31.4,1.5,0,88.4
2018-07-09 19:00,21.6,32,1.2,0,86.9
2018-07-09 20:00,21.2,0,0.2,0,90.2
2018-07-09 21:00,21.4,45.4,0.5,0,87.2
2018-07-09 22:00,21.5,0,0.4,0,89.2
2018-07-09 23:00,21.6,228.9,0.5,0,86.4
2018-07-10 0:00,21.6,0,0.1,0,86.9
2018-07-10 1:00,21.2,0,0.4,0,92.1
2018-07-10 2:00,21.1,0,0.2,0,93.8
2018-07-10 3:00,21,0,0.2,0,94.8
2018-07-10 4:00,20.9,0,0.1,,95.4
2018-07-10 5:00,20.4,0,0.1,,98
2018-07-10 6:00,20.5,0,0,,97.7
2018-07-10 7:00,21.4,0,0.2,,92.3
2018-07-10 8:00,23.3,177.3,0.6,,80.4
2018-07-10 9:00,25.4,300.2,1.1,,75
2018-07-10 10:00,25.9,322.3,1.4,,73.3
2018-07-10 11:00,27.9,31.8,1,,70.3
2018-07-10 12:00,28.4,27.4,1.2,,70.6
2018-07-10 13:00,29.9,46.4,0.6,,67.9
2018-07-10 14:00,29.9,222,1.4,,65.9
2018-07-10 15:00,31.4,188.2,1.4,,60.4
2018-07-10 16:00,32,224.4,1.6,,58.1
2018-07-10 17:00,32.1,162.3,1.4,,60.6
2018-07-10 18:00,30.6,197.4,1.1,,63.4
2018-07-10 19:00,29.9,203,1.5,,65.1
2018-07-10 20:00,28.1,136.1,0.6,,74.5
2018-07-10 21:00,27.7,138.7,0.8,,72.8
2018-07-10 22:00,27.5,164.3,0.6,,73.2
2018-07-10 23:00,27,133,0.9,,75.1
2018-07-11 0:00,26,0,0.2,,81.1
2018-07-11 1:00,25.4,0,0.1,0,85.6
2018-07-11 2:00,25,0,0,0,88.1
2018-07-11 3:00,24.6,0,0,0,90.5
2018-07-11 4:00,24.5,0,0.3,0,91.1
2018-07-11 5:00,24.5,0,0.2,0,91.8
2018-07-11 6:00,24.2,0,0.1,0,92.7
2018-07-11 7:00,25.4,344.2,0.6,0,87.6
2018-07-11 8:00,25.6,0,0,0,87.3
2018-07-11 9:00,27.6,0,0.3,0,81.1
2018-07-11 10:00,28.4,84.7,0.5,0,76.4
2018-07-11 11:00,30.2,263.8,0.9,0,70.7
2018-07-11 12:00,30.7,183.6,1.1,0,65.7
2018-07-11 13:00,32.6,217.4,1.5,0,61.5
2018-07-11 14:00,32.9,221.6,1.6,0,59.1
2018-07-11 15:00,33.3,239,2,0,56
2018-07-11 16:00,33.6,256.4,2.4,0,56.3
2018-07-11 17:00,32.9,234.7,2.4,0,59.2
2018-07-11 18:00,31.8,230.2,1.5,0,62.6
2018-07-11 19:00,30.3,181,0.9,0,71.7
2018-07-11 20:00,29.6,198.9,1.1,0,74.9
2018-07-11 21:00,28.7,0,0.2,0,79.6
2018-07-11 22:00,28.5,0,0.2,0,80.2
2018-07-11 23:00,28.1,319.9,0.5,0,82
2018-07-12 0:00,27.2,253.7,0.5,0,86.9
2018-07-12 1:00,27,208.6,0.5,0,88
2018-07-12 2:00,26.6,0,0.2,0,89.3
2018-07-12 3:00,26,0,0.3,0,91.7
2018-07-12 4:00,25.7,0,0.3,0,92.8
2018-07-12 5:00,25.8,120.6,0.5,0,89.1
2018-07-12 6:00,25.3,0,0.3,0,91.6
2018-07-12 7:00,26,0,0.2,0,88.2
2018-07-12 8:00,28.4,0,0.2,0,73.3
2018-07-12 9:00,28.5,195.8,1.3,0,72.6
2018-07-12 10:00,28.7,228.1,1.7,0,70.4
2018-07-12 11:00,29.2,277.5,1.3,0,68.5
2018-07-12 12:00,30,230.2,2,0,68
2018-07-12 13:00,31.8,194.1,2.5,0,60.5
2018-07-12 14:00,32.7,231.3,2,0,59.8
2018-07-12 15:00,33.1,244.4,1.9,0,56.1
2018-07-12 16:00,33.7,236.5,1.9,0,54.2
2018-07-12 17:00,32.2,303,1.6,0,60.2
2018-07-12 18:00,32.3,253.1,1.2,0,60.6
2018-07-12 19:00,30.8,236.7,2.2,0,66.2
2018-07-12 20:00,29.3,224.1,2.3,0,72.8
2018-07-12 21:00,28.4,202.9,1.6,0,75
2018-07-12 22:00,27.8,207.5,1.2,0,76.1
2018-07-12 23:00,27.1,198.6,1,0,79.7
2018-07-13 0:00,26.9,199,1.1,0,82
2018-07-13 1:00,26.4,204.9,1.3,0,85.5
2018-07-13 2:00,26.5,227.3,1.3,0,85.8
2018-07-13 3:00,26.3,234.5,1.3,0,87.9
2018-07-13 4:00,26.3,222.6,1.2,0,87.9
2018-07-13 5:00,26.3,192,1.2,0,86.6
2018-07-13 6:00,26,200.3,1.2,0,87.9
2018-07-13 7:00,26.7,236.5,0.6,0,85.7
2018-07-13 8:00,27.1,210.6,1.3,0,84.1
2018-07-13 9:00,28,209.7,1.4,0,79.8
2018-07-13 10:00,28.7,223,1.8,0,73.6
2018-07-13 11:00,30.2,221.8,1.8,0,64.7
2018-07-13 12:00,31,222.9,1.8,0,59.1
2018-07-13 13:00,31.9,238.1,1.8,0,60.1
2018-07-13 14:00,33.4,255.9,2.1,0,53.9
2018-07-13 15:00,33.2,240.7,2.1,0,52.1
2018-07-13 16:00,32.8,216.6,2.5,0,53.4
2018-07-13 17:00,32.8,227.2,2.2,0,52.8
2018-07-13 18:00,32.3,229.2,2.1,0,57.1
2018-07-13 19:00,31,220.6,2.2,0,59.7
2018-07-13 20:00,29.6,203,1.6,0,66
2018-07-13 21:00,28.3,212.1,1.3,0,75.5
2018-07-13 22:00,27.4,220.4,1.9,0,78.4
2018-07-13 23:00,26.9,209.8,1.3,0,78.2
2018-07-14 0:00,26.6,227.1,1.3,0,79.2
2018-07-14 1:00,25.8,191.1,0.8,0,83.3
2018-07-14 2:00,25.4,194.9,1,0,86.3
2018-07-14 3:00,25.6,203.8,1.3,0,87.3
2018-07-14 4:00,25.5,221.4,1,0,88.7
2018-07-14 5:00,25.6,216,0.9,0,88.3
2018-07-14 6:00,25.6,206.8,1.1,0,88
2018-07-14 7:00,26,195.1,1.5,0,85.5
2018-07-14 8:00,26.7,195.4,1.5,0,78
2018-07-14 9:00,27.9,195.4,1.2,0,70.2
2018-07-14 10:00,28.3,225.3,1.1,0,67.6
2018-07-14 11:00,29.8,177.6,1.3,0,61.4
2018-07-14 12:00,31.5,227.3,1.9,0,58.5
2018-07-14 13:00,32.4,222.8,2.4,0,56.1
2018-07-14 14:00,32.9,229.6,2.8,0,52.5
2018-07-14 15:00,33.2,242.1,2.6,0,54.1
2018-07-14 16:00,32.7,223.8,2.8,0,54.2
2018-07-14 17:00,33.2,239,1.9,0,55.5
2018-07-14 18:00,32.6,239.7,1.8,0,56.2
2018-07-14 19:00,31.2,224.9,1.5,0,63.6
2018-07-14 20:00,29.7,215,0.8,0,71.8
2018-07-14 21:00,28.6,197.2,1.3,0,73.3
2018-07-14 22:00,27.5,202.4,1.5,0,75.6
2018-07-14 23:00,26.9,197.6,2,0,77.9
2018-07-15 0:00,26.3,195.5,1.9,0,79.5
2018-07-15 1:00,25.6,188.7,0.9,0,82.1
2018-07-15 2:00,25.8,197.4,1.3,0,79.7
2018-07-15 3:00,25.5,233.8,1.2,0,82.3
2018-07-15 4:00,25.2,199.5,1.1,0,83.9
2018-07-15 5:00,24.8,163.2,0.5,0,86.1
2018-07-15 6:00,24.8,0,0.4,0,87.1
2018-07-15 7:00,26.6,296.2,0.6,0,79.7
2018-07-15 8:00,27.8,262,0.8,0,74.3
2018-07-15 9:00,28.2,246.4,0.8,0,68.1
2018-07-15 10:00,29.9,262.5,1.1,0,64.2
2018-07-15 11:00,31,181.5,1.7,0,56.1
2018-07-15 12:00,32.6,245.4,1.2,0,54.7
2018-07-15 13:00,33,205.5,1.8,0,48.2
2018-07-15 14:00,34.5,222.2,2,0,44.2
2018-07-15 15:00,35.2,221.8,2.4,0,44.2
2018-07-15 16:00,34.6,189,2,0,44.6
2018-07-15 17:00,34.5,194,2.3,0,44.3
2018-07-15 18:00,33.9,132.6,1.6,0,45.9
2018-07-15 19:00,32.5,187.5,1.5,0,55.2
2018-07-15 20:00,30.6,178.8,1.4,0,63.7
2018-07-15 21:00,30,219.8,1.1,0,67
2018-07-15 22:00,29.1,212.7,1.4,0,70.5
2018-07-15 23:00,28.3,187.8,0.8,0,73.9
2018-07-16 0:00,27.5,0,0,0,76.4
2018-07-16 1:00,26.7,0,0.1,0,77.3
2018-07-16 2:00,26,0,0,0,80.1
2018-07-16 3:00,25.6,0,0,0,80.6
2018-07-16 4:00,25.4,0,0,0,79.7
2018-07-16 5:00,25,0,0,0,79.8
2018-07-16 6:00,24.5,0,0,0,80
2018-07-16 7:00,26.3,0,0,0,72.2
2018-07-16 8:00,27.3,0,0,0,68.3
2018-07-16 9:00,29,0,0,0,65.9
2018-07-16 10:00,30.7,205.9,1.1,0,59.3
2018-07-16 11:00,32.1,158.2,1,0,56.3
2018-07-16 12:00,33.1,203.1,1.7,0,52.2
2018-07-16 13:00,34.2,247.6,2,0,52.1
2018-07-16 14:00,34.8,220.8,2.6,0,50.7
2018-07-16 15:00,34.8,225.8,2.4,0,49.1
2018-07-16 16:00,34.5,246.6,2.2,0,49.7
2018-07-16 17:00,34.3,249.9,2,0,48.2
2018-07-16 18:00,33.3,233.8,2.7,0,53.5
2018-07-16 19:00,31.7,219.6,2.5,0,59.4
2018-07-16 20:00,29.8,222.3,2.1,0,64
2018-07-16 21:00,29.1,209.9,1.8,0,63.7
2018-07-16 22:00,28.4,199.2,1.9,0,66.4
2018-07-16 23:00,27.8,180.3,1,0,68.2
2018-07-17 0:00,27.4,215.3,0.7,0,68.7
2018-07-17 1:00,26.7,153.2,0.5,0,70.1
2018-07-17 2:00,26.1,0,0.3,0,71.8
2018-07-17 3:00,26.1,198.4,0.5,0,72.5
2018-07-17 4:00,26,242.8,0.9,0,72.8
2018-07-17 5:00,25.5,189.2,0.9,0,73.2
2018-07-17 6:00,25.5,189.6,0.7,0,73.6
2018-07-17 7:00,26.5,0,0.4,0,72.4
2018-07-17 8:00,27.7,257.5,0.9,0,67.8
2018-07-17 9:00,29.2,226.6,1.5,0,62.7
2018-07-17 10:00,30.3,233.2,1.2,0,59.4
2018-07-17 11:00,31.3,252.1,1.2,0,57.4
2018-07-17 12:00,32.8,214.1,2.1,0,50.1
2018-07-17 13:00,33.6,247,2.4,0,48.5
2018-07-17 14:00,33.2,285.7,2.3,0,50.3
2018-07-17 15:00,33.9,245.8,2.5,0,49
2018-07-17 16:00,33.8,240.5,2.1,0,48.6
2018-07-17 17:00,33.2,235.8,2.6,0,54.8
2018-07-17 18:00,32.6,271.4,2,0,55.3
2018-07-17 19:00,31.6,286.3,1.5,0,59.6
2018-07-17 20:00,30.5,333.2,2.9,0,62.2
2018-07-17 21:00,29.6,251.5,0.8,0,67.8
2018-07-17 22:00,28.3,201.2,0.8,0,72.5
2018-07-17 23:00,27.5,170.6,0.5,0,74.9
2018-07-18 0:00,26.9,0,0.4,0,77.1
2018-07-18 1:00,26.6,188.1,1,0,79.6
2018-07-18 2:00,26.5,334.2,0.5,0,79.4
2018-07-18 3:00,25.6,0,0,0,83.7
2018-07-18 4:00,25.3,0,0.4,0,85.1
2018-07-18 5:00,25.3,0,0,0,85
2018-07-18 6:00,24.9,0,0,0,87.3
2018-07-18 7:00,26.1,0,0.4,0,82.2
2018-07-18 8:00,27.6,0,0.3,0,77
2018-07-18 9:00,28.6,108.7,0.8,0,70
2018-07-18 10:00,30.5,237.7,0.8,0,64.1
2018-07-18 11:00,31.4,288.1,0.8,0,61
2018-07-18 12:00,31.6,233.2,1.7,0,58.5
2018-07-18 13:00,32.8,247,1.5,0,58.7
2018-07-18 14:00,32.1,346.1,0.8,0,58.2
2018-07-18 15:00,32.5,178.6,1.4,0,58
2018-07-18 16:00,32.5,255.9,1,0,55.6
2018-07-18 17:00,33.1,334.3,1.7,0,55.7
2018-07-18 18:00,32.9,309.3,1.7,0,54.1
2018-07-18 19:00,32.2,282.7,1.4,0,56
2018-07-18 20:00,30.1,113.9,1.1,0,65.8
2018-07-18 21:00,30.2,354.2,1.7,0,65.1
2018-07-18 22:00,29.1,33.3,1.8,0,68.2
2018-07-18 23:00,28.4,45,1.1,0,70.4
2018-07-19 0:00,28,32.3,0.9,0,72.2
2018-07-19 1:00,26.7,7.3,0.8,0,77.8
2018-07-19 2:00,26.6,121.8,0.9,0,76.1
2018-07-19 3:00,26.7,0.5,0.6,0,72.6
2018-07-19 4:00,26.2,126.1,0.8,0,73.9
2018-07-19 5:00,25.6,143.2,0.6,0,76.3
2018-07-19 6:00,25.4,0,0.4,0,76.4
2018-07-19 7:00,26.5,119.2,0.6,0,73.5
2018-07-19 8:00,27.7,161.8,1,0,68
2018-07-19 9:00,29.4,117.6,1,0,63.5
2018-07-19 10:00,31,205,0.9,0,59.5
2018-07-19 11:00,32.1,225.4,0.7,0,55.5
2018-07-19 12:00,33,311.5,0.7,0,54.5
2018-07-19 13:00,34,229,1.5,0,50.8
2018-07-19 14:00,33.5,196,1,0,53.3
2018-07-19 15:00,33.2,357.2,1.1,0,56
2018-07-19 16:00,33.5,328.3,1.5,0,54.3
2018-07-19 17:00,33.2,353,1.6,0,52.8
2018-07-19 18:00,31.6,115.3,1.3,0,60.3
2018-07-19 19:00,32.2,10.1,1.9,0,55.8
2018-07-19 20:00,31.1,338.4,1.9,0,57
2018-07-19 21:00,29.8,119.1,0.6,0,63.5
2018-07-19 22:00,28.5,108.8,0.9,0,68.6
2018-07-19 23:00,28,113.3,1.2,0,69.9
2018-07-20 0:00,27.1,132.5,0.6,0,72.8
2018-07-20 1:00,26.3,134,0.5,0,75.7
2018-07-20 2:00,25.7,0,0.4,0,79.1
2018-07-20 3:00,25.3,123.9,0.8,0,78.6
2018-07-20 4:00,24.9,0,0.4,0,77.3
2018-07-20 5:00,24.5,121.6,0.8,0,80.7
2018-07-20 6:00,24.4,0,0.2,0,82.6
2018-07-20 7:00,26.2,0,0,0,75.7
2018-07-20 8:00,28,34,0.6,0,68.6
2018-07-20 9:00,29.1,278.4,0.8,0,66
2018-07-20 10:00,30.5,199.5,1.3,0,61.5
2018-07-20 11:00,32.9,174.8,1.3,0,58.6
2018-07-20 12:00,33.3,152.8,1.4,0,53.6
2018-07-20 13:00,34.7,214.9,2.5,0,47.9
2018-07-20 14:00,35.1,313.5,1.7,0,48.3
2018-07-20 15:00,36.4,221.1,1.3,0,40.1
2018-07-20 16:00,36.1,213.3,1.7,0,44.4
2018-07-20 17:00,36.5,217.6,1.3,0,44.8
