일시,기온(°C),풍향(deg),풍속(m/s),강수량(mm),습도(%)
2018-03-16 5:00,7.4,356.4,2,0.5,95.9
2018-03-16 6:00,6.6,76.4,2,0,84.9
2018-03-16 7:00,5.7,75.8,3.1,0,75.7
2018-03-16 8:00,5.4,60.7,1.7,0,75.6
2018-03-16 9:00,5.2,72.8,2.9,0,73.2
2018-03-16 10:00,5.4,81.2,3,0,69.4
2018-03-16 11:00,6.2,82.3,3.2,0,63.3
2018-03-16 12:00,7.2,58.2,2.1,0,60.8
2018-03-16 13:00,7.6,96.3,2.8,0,56.7
2018-03-16 14:00,8.6,82.5,2,0,53.1
2018-03-16 15:00,9,140.4,2.3,0,51.5
2018-03-16 16:00,8.8,89.1,2.7,0,50.2
2018-03-16 17:00,8,74.2,2.2,0,51.5
2018-03-16 18:00,7.5,62.2,2.1,0,51.3
2018-03-16 19:00,6.4,109.9,1.4,0,54.5
2018-03-16 20:00,5.4,121.6,1.4,0,57.1
2018-03-16 21:00,5.2,70.3,1.5,0,56.8
2018-03-16 22:00,4.8,96.4,1.5,0,56.5
2018-03-16 23:00,4.5,63,1.4,0,56.8
2018-03-17 0:00,3.9,78.3,0.7,0,59.7
2018-03-17 1:00,3.2,69.6,1,0,63.2
2018-03-17 2:00,2.7,73.1,1.3,0,63.8
2018-03-17 3:00,2.1,102.3,1.3,0,65.2
2018-03-17 4:00,1.6,96.2,1,0,66.5
2018-03-17 5:00,1.1,113.5,0.8,0,67.9
2018-03-17 6:00,1.5,77.6,1.1,0,65.2
2018-03-17 7:00,0.6,0,0.4,0,69.8
2018-03-17 8:00,2,205.7,0.6,0,67
2018-03-17 9:00,4.2,190.5,1.4,0,58.6
2018-03-17 10:00,5.7,18.5,1.4,0,55.3
2018-03-17 11:00,7.4,18.2,1.3,0,52
2018-03-17 12:00,9.3,307.1,1.1,0,47
2018-03-17 13:00,10.9,357.5,1.2,0,43.4
2018-03-17 14:00,12.6,42.3,1.2,0,38.1
2018-03-17 15:00,14,347,1.4,0,32.4
2018-03-17 16:00,14.1,318.9,1.3,0,30
2018-03-17 17:00,14.6,332,1.3,0,32.1
2018-03-17 18:00,13.7,253,1.9,0,43.8
2018-03-17 19:00,11.8,184.9,1,0,47.4
2018-03-17 20:00,10.4,210.4,2.2,0,57.4
2018-03-17 21:00,9.1,198.4,1.6,0,68.9
2018-03-17 22:00,8.3,203.3,1.7,0,70.6
2018-03-17 23:00,7.4,248.6,0.8,0,74
2018-03-18 0:00,6.9,204.4,1,0,75.9
2018-03-18 1:00,6.3,194,0.6,0,79.3
2018-03-18 2:00,5.6,118.5,0.8,0,81.3
2018-03-18 3:00,5.1,136.8,0.5,0,84.1
2018-03-18 4:00,4.5,0,0,0,85.8
2018-03-18 5:00,3.8,0,0.2,0,88.1
2018-03-18 6:00,3.5,0,0.4,0,89.6
2018-03-18 7:00,3.1,0,0.1,0,89.6
2018-03-18 8:00,4,324.1,0.5,0,87.2
2018-03-18 9:00,5.4,357.8,0.7,0,83.2
2018-03-18 10:00,7.4,314.1,0.7,0,74.2
2018-03-18 11:00,8.6,326.5,1,0,68.7
2018-03-18 12:00,9.2,39.9,0.9,0,65.6
2018-03-18 13:00,9.8,326.3,1.2,0,62.9
2018-03-18 14:00,10.5,308.9,0.9,0,62
2018-03-18 15:00,11,147.8,0.8,0,66.8
2018-03-18 16:00,11.2,0,0.1,0,66.4
2018-03-18 17:00,11.2,91.5,0.6,0,73.5
2018-03-18 18:00,10.4,212.4,0.6,0,83
2018-03-18 19:00,9.7,0,0.1,0.5,90.8
2018-03-18 20:00,9.4,157.9,0.5,1,93.4
2018-03-18 21:00,9.3,118.5,0.5,2,95.6
2018-03-18 22:00,9.4,24.5,0.5,1,96.6
2018-03-18 23:00,9.2,322.9,0.7,1.5,97
2018-03-19 0:00,9.2,321.2,0.9,0.5,97.7
2018-03-19 1:00,9,334.1,1.3,0,98.2
2018-03-19 2:00,8.9,329,1.1,1,98.5
2018-03-19 3:00,8.7,335.7,1.3,1.5,98.7
2018-03-19 4:00,8.6,327.2,0.8,0,98.9
2018-03-19 5:00,8.4,347.2,0.7,1,99.1
2018-03-19 6:00,8.4,6.5,1,2,99.2
2018-03-19 7:00,8.3,330.9,1,1.5,99.3
2018-03-19 8:00,8.6,0,0.2,2,99.4
2018-03-19 9:00,8.7,302.9,0.6,1,99.4
2018-03-19 10:00,9.4,0,0.4,1,99.5
2018-03-19 11:00,10.2,229,0.9,1,99.6
2018-03-19 12:00,11.2,75.5,2.6,1,91.5
2018-03-19 13:00,11.2,81.3,4.6,1,79.4
2018-03-19 14:00,10.5,70.7,3.1,0.5,77.5
2018-03-19 15:00,9.8,87.9,2.6,0,81.3
2018-03-19 16:00,9.4,78.8,2.7,0,81.1
2018-03-19 17:00,9,84.7,2.6,0,75.6
2018-03-19 18:00,8.4,73.4,3.2,0,73.4
2018-03-19 19:00,7.7,78.6,0.8,0.5,81
2018-03-19 20:00,6.9,67.8,1.4,1,85.8
2018-03-19 21:00,6.5,64.7,1.4,0.5,83.4
2018-03-19 22:00,6.1,92.5,1.8,0,80.4
2018-03-19 23:00,5.8,61.5,2,0,77.6
2018-03-20 0:00,5.4,90.7,1.3,0,76.8
2018-03-20 1:00,5.4,94.8,1,0,73.2
2018-03-20 2:00,5.4,190.8,0.7,0,70.5
2018-03-20 3:00,5.5,68.8,1.2,0,61.9
2018-03-20 4:00,5.4,145,0.7,0,58.2
2018-03-20 5:00,5.5,65,0.8,0,52.2
2018-03-20 6:00,5.8,76.4,2,0,44.6
2018-03-20 7:00,5.8,78.1,3,0,42.1
2018-03-20 8:00,6,76.2,3.6,0,41.9
2018-03-20 9:00,6.1,80.7,4.3,0,42.2
2018-03-20 10:00,6.8,72.6,2.6,0,43.2
2018-03-20 11:00,8.1,75.3,2.8,0,39.8
2018-03-20 12:00,8.5,82.2,3.2,0,39.1
2018-03-20 13:00,9,78.9,3.9,0,36.8
2018-03-20 14:00,9.6,66.3,4.1,0,38.6
2018-03-20 15:00,8.8,72.7,4.1,0,38.4
2018-03-20 16:00,7.8,80.2,3.9,0,40.8
2018-03-20 17:00,7.4,68.6,2.2,0,43.1
2018-03-20 18:00,6.3,67.2,3.7,0,44.1
2018-03-20 19:00,5.1,80.2,3.7,0,46.2
2018-03-20 20:00,4.3,85.3,3.7,0,47.9
2018-03-20 21:00,3.8,73.5,4,0,50.3
2018-03-20 22:00,3.6,79.9,3.4,0,52.7
2018-03-20 23:00,2.9,77.2,3.1,0,59.6
2018-03-21 0:00,2.9,81.9,3,0,58.7
2018-03-21 1:00,1.7,84.6,2.9,0,73.4
2018-03-21 2:00,0.7,25.2,1.6,0,90
2018-03-21 3:00,0.2,32.7,1.6,0.5,93.9
2018-03-21 4:00,0,40.9,1,1.5,95.7
2018-03-21 5:00,0,0,0.4,1,96.6
2018-03-21 6:00,0,27.7,1.2,1,97.1
2018-03-21 7:00,0,39.8,1.1,0.5,97.4
2018-03-21 8:00,0.1,29.6,1.2,0.5,97.4
2018-03-21 9:00,0.7,21.4,1.1,0.5,97.3
2018-03-21 10:00,1.2,6.9,1.1,0,95
2018-03-21 11:00,1.7,357.4,0.9,0,90.8
2018-03-21 12:00,1.9,28.9,1.6,0,89
2018-03-21 13:00,2.3,54.3,1.6,0,87.1
2018-03-21 14:00,2.1,352.7,1.2,0.5,90.8
2018-03-21 15:00,1.7,354.6,0.7,0.5,93.2
2018-03-21 16:00,1.7,336.6,0.8,1,94
2018-03-21 17:00,2,346.6,1.9,0,94.5
2018-03-21 18:00,1.9,342.1,2,0.5,93.1
2018-03-21 19:00,1.6,334.6,2.4,0,93.8
2018-03-21 20:00,1.5,346.8,1.1,0,94.9
2018-03-21 21:00,1.4,13.1,1.5,0.5,95.1
2018-03-21 22:00,1.2,338.1,1,0,94
2018-03-21 23:00,1.4,318.8,1,0,92.2
2018-03-22 0:00,1,337.6,1.4,0,94.5
2018-03-22 1:00,0.9,330.8,1.2,0,95
2018-03-22 2:00,0.9,334.8,1.4,0,95.2
2018-03-22 3:00,0.8,344.7,1.4,0,96.2
2018-03-22 4:00,0.8,0,0.4,0,94.7
2018-03-22 5:00,1.1,0,0.2,0,93
2018-03-22 6:00,1.2,26.2,1.5,0,90.2
2018-03-22 7:00,1.2,0,0.4,0,89.4
2018-03-22 8:00,1.9,44.4,1.2,0,83.7
2018-03-22 9:00,2.5,277.9,0.7,0,79.9
2018-03-22 10:00,3.9,219.7,1.5,0,75.8
2018-03-22 11:00,6,188.8,1.7,0,71.3
2018-03-22 12:00,7.1,191.6,1.5,0,62
2018-03-22 13:00,8.6,220,2.2,0,55.2
2018-03-22 14:00,10,257.6,1.3,0,49.7
2018-03-22 15:00,11.1,232.9,1.8,0,42.1
2018-03-22 16:00,11.8,235.8,2.9,0,41.5
2018-03-22 17:00,11.2,244.7,2.5,0,46.7
2018-03-22 18:00,9.4,244.2,3.3,0,56.4
2018-03-22 19:00,7.5,225.7,3.1,0,59.8
2018-03-22 20:00,6,218.8,2.9,0,62.4
2018-03-22 21:00,4.8,212.6,2,0,68
2018-03-22 22:00,3.8,203.1,1.2,0,69.3
2018-03-22 23:00,3.1,204.8,1.4,0,71
2018-03-23 0:00,2.8,192.5,1.4,0,75.3
2018-03-23 1:00,2,192.6,0.6,0,81.9
2018-03-23 2:00,1.4,0,0.2,0,86.4
2018-03-23 3:00,0.8,0,0.1,0,89.9
2018-03-23 4:00,0.3,0,0.3,0,91.6
2018-03-23 5:00,-0.4,0,0.1,0,91.5
2018-03-23 6:00,-0.3,0,0.1,0,93.5
2018-03-23 7:00,-0.5,304.8,0.5,0,94
2018-03-23 8:00,0.6,0,0.4,0,92.8
2018-03-23 9:00,3.2,306.8,0.6,0,80.7
2018-03-23 10:00,6,255.6,1.6,0,63.2
2018-03-23 11:00,7.6,278.9,1.1,0,50.2
2018-03-23 12:00,9.1,54.4,0.9,0,45.5
2018-03-23 13:00,10.9,290.3,1.5,0,40.8
2018-03-23 14:00,12,221.4,1.4,0,36
2018-03-23 15:00,13.8,246.6,1.9,0,33.2
2018-03-23 16:00,13.3,245.4,1.3,0,32.5
2018-03-23 17:00,13.5,225.3,1.8,0,29.4
2018-03-23 18:00,12.1,233.8,2.3,0,32.6
2018-03-23 19:00,10.2,242.5,2.2,0,53.3
2018-03-23 20:00,8.4,215.4,2.2,0,54.4
2018-03-23 21:00,7.4,213.9,1.6,0,57.2
2018-03-23 22:00,6.4,191.3,2,0,61.6
2018-03-23 23:00,5.6,197.8,0.5,0,58.6
2018-03-24 0:00,5,224.7,0.9,0,53.2
2018-03-24 1:00,4.5,314,0.6,0,62.2
2018-03-24 2:00,3.4,146.6,0.7,0,63.6
2018-03-24 3:00,3.2,0,0.3,0,69.9
2018-03-24 4:00,2.6,0,0.1,0,73.7
2018-03-24 5:00,2,0,0.4,0,74.6
2018-03-24 6:00,1.7,231.6,0.5,0,76.1
2018-03-24 7:00,1.9,0,0.2,0,71.5
2018-03-24 8:00,3.1,326.5,0.9,0,69.5
2018-03-24 9:00,5.8,0,0.2,0,57.2
2018-03-24 10:00,8.9,264.8,0.9,0,42.8
2018-03-24 11:00,11.7,228.5,1.4,0,35
2018-03-24 12:00,12.5,235.8,2.8,0,33
2018-03-24 13:00,13.6,216.4,2.8,0,38.7
2018-03-24 14:00,15.3,256.4,1.8,0,38.7
2018-03-24 15:00,15.2,236.3,2.2,0,42.2
2018-03-24 16:00,15.2,249.9,2.7,0,50.3
2018-03-24 17:00,14.6,247.3,3.3,0,53.8
2018-03-24 18:00,13.5,237.2,2.7,0,56.3
2018-03-24 19:00,12,221.5,1.8,0,59.5
2018-03-24 20:00,10.7,228.9,1.6,0,64.2
2018-03-24 21:00,9.5,224,2.1,0,70
2018-03-24 22:00,8.7,232.1,1.7,0,75
2018-03-24 23:00,8,230.3,1.9,0,78.4
2018-03-25 0:00,6.9,0,0.3,0,82.4
2018-03-25 1:00,6,240.7,0.6,0,86.2
2018-03-25 2:00,4.7,247.1,1.5,0,90.5
2018-03-25 3:00,4.1,190.9,1.2,0,96.6
2018-03-25 4:00,4.1,162.2,1.1,0,97.8
2018-03-25 5:00,4.2,169.4,1.4,0,98.6
2018-03-25 6:00,4.2,174.6,0.9,0,98.9
2018-03-25 7:00,3.9,168.3,0.9,0,99.2
2018-03-25 8:00,3.8,198,0.5,0,99.3
2018-03-25 9:00,4.3,217.8,0.8,0,99.5
2018-03-25 10:00,5.9,275,0.8,0,98.8
2018-03-25 11:00,9.6,299.5,0.5,0,69
2018-03-25 12:00,14.1,276.7,0.8,0,56.3
2018-03-25 13:00,16.7,275.6,2,0,46.3
2018-03-25 14:00,18.5,252.6,2.8,0,36.1
2018-03-25 15:00,19,245.4,2.4,0,32.8
2018-03-25 16:00,19.6,254.3,2.6,0,30.7
2018-03-25 17:00,18.6,229,2.9,0,35.5
2018-03-25 18:00,17.3,234.8,2.6,0,39
2018-03-25 19:00,15.2,237.4,2.3,0,42.5
2018-03-25 20:00,13.4,221.5,1.8,0,56
2018-03-25 21:00,12,219.2,0.9,0,59
2018-03-25 22:00,10.7,0,0.4,0,63.8
2018-03-25 23:00,10.2,187.3,0.6,0,69.7
2018-03-26 0:00,8.9,0,0,0,74.5
2018-03-26 1:00,7.8,0,0.3,0,78.9
2018-03-26 2:00,7.1,0,0.2,0,82.5
2018-03-26 3:00,6.9,0,0.2,0,81.9
2018-03-26 4:00,5.9,324.8,0.5,0,84.7
2018-03-26 5:00,5.1,0,0.3,0,86.4
2018-03-26 6:00,4.3,314.2,0.5,0,87.6
2018-03-26 7:00,3.8,304.5,0.5,0,89.2
2018-03-26 8:00,5.1,0,0.4,0,86
2018-03-26 9:00,8.6,0,0.4,0,73.2
2018-03-26 10:00,11.5,296.8,0.7,0,61.6
2018-03-26 11:00,14.5,299.9,1,0,58.7
2018-03-26 12:00,16.1,78.7,1.5,0,50.8
2018-03-26 13:00,18.2,291.3,1.7,0,43.9
2018-03-26 14:00,19.4,266.1,2.9,0,32.9
2018-03-26 15:00,20,264.9,2.5,0,34.2
2018-03-26 16:00,19.8,236.9,3.1,0,37.5
2018-03-26 17:00,19.5,254.5,2.5,0,43.1
2018-03-26 18:00,18.3,237.7,2.4,0,44.3
2018-03-26 19:00,16.7,231.7,2.6,0,44.4
2018-03-26 20:00,14.9,219.7,2.1,0,60.5
2018-03-26 21:00,13.4,227.9,1.2,0,68
2018-03-26 22:00,12.4,211.8,1.2,0,74.5
2018-03-26 23:00,11.4,190.1,0.6,0,78.9
2018-03-27 0:00,10.9,215.1,1.1,0,80.3
2018-03-27 1:00,10,213.4,0.5,0,83.8
2018-03-27 2:00,9.2,0,0.1,0,86.8
2018-03-27 3:00,8.9,123.4,0.6,0,87.4
2018-03-27 4:00,8.1,0,0,0,87.7
2018-03-27 5:00,7.5,0,0.3,0,88.2
2018-03-27 6:00,6.8,0,0.1,0,89.8
2018-03-27 7:00,6.5,0,0,0,89.7
2018-03-27 8:00,8.6,0,0.1,0,82.9
2018-03-27 9:00,11.5,0,0.2,0,70
2018-03-27 10:00,15.6,229.2,1.5,0,47.2
2018-03-27 11:00,18.2,259,2.3,0,36.2
2018-03-27 12:00,19.7,257.1,2.4,0,35.6
2018-03-27 13:00,20.5,251.7,3.5,0,32.7
2018-03-27 14:00,21.2,249.9,2.7,0,33.6
2018-03-27 15:00,21.2,236.3,3.8,0,35.8
2018-03-27 16:00,20.9,235.6,4.1,0,37.1
2018-03-27 17:00,20.1,244.7,3,0,39.3
2018-03-27 18:00,19,238.1,2.1,0,38.1
2018-03-27 19:00,17.1,260,2.3,0,58.5
2018-03-27 20:00,15.2,222.8,1.7,0,64.3
2018-03-27 21:00,14.3,221,1.9,0,67
2018-03-27 22:00,13.7,213.8,2.3,0,69.6
2018-03-27 23:00,13,213.8,2,0,72.2
2018-03-28 0:00,12.7,217.1,1.5,0,72.3
2018-03-28 1:00,12,198.7,1,0,74.7
2018-03-28 2:00,10.7,0,0.4,0,81.4
2018-03-28 3:00,10.2,0,0.3,0,84.7
2018-03-28 4:00,9.1,0,0.1,0,86.1
2018-03-28 5:00,8.7,0,0.2,0,88.4
2018-03-28 6:00,8,305.8,0.5,0,89.6
2018-03-28 7:00,7.9,324.8,0.5,0,90.7
2018-03-28 8:00,9.9,0,0.3,0,82.3
2018-03-28 9:00,13.2,300.1,0.6,0,66.9
2018-03-28 10:00,17.5,223.6,2.3,0,49.7
2018-03-28 11:00,19.1,247.9,3,0,43.8
2018-03-28 12:00,20.2,247.8,3.8,0,38.8
2018-03-28 13:00,20.6,254.3,3.8,0,39.1
2018-03-28 14:00,21.9,248.6,3.2,0,36.8
2018-03-28 15:00,21.8,257,3.2,0,31.1
2018-03-28 16:00,20.9,259.3,2.8,0,42.2
2018-03-28 17:00,20.3,256.1,2.4,0,45.9
2018-03-28 18:00,18.8,247.2,2.5,0,51.5
2018-03-28 19:00,17.3,247.6,2.8,0,56.3
2018-03-28 20:00,16.1,236.7,1.5,0,63.1
2018-03-28 21:00,15.4,235.9,1.5,0,66.5
2018-03-28 22:00,14.5,200.4,0.8,0,71.3
2018-03-28 23:00,13.9,197,0.8,0,74.9
2018-03-29 0:00,13.1,112.9,0.6,0,79.3
2018-03-29 1:00,12.7,0,0.1,0,80.6
2018-03-29 2:00,12.1,0,0.1,0,83.5
2018-03-29 3:00,11.2,0,0.1,0,84.8
2018-03-29 4:00,11.1,0,0.4,0,84.7
2018-03-29 5:00,12.8,227.5,1.3,0,88.1
2018-03-29 6:00,12.7,0,0.3,0,85.6
2018-03-29 7:00,12.9,0,0.3,0,84.1
2018-03-29 8:00,13.1,319.4,0.5,0,81.6
2018-03-29 9:00,14.9,309.3,0.8,0,76.4
2018-03-29 10:00,16.1,293.9,1.3,0,68.1
2018-03-29 11:00,17.5,0.8,0.9,0,63.9
2018-03-29 12:00,18.7,302.9,1.3,0,58.4
2018-03-29 13:00,19.8,328,1.1,0,51.6
2018-03-29 14:00,21,236.4,0.7,0,46.7
2018-03-29 15:00,21,322.9,0.8,0,48
2018-03-29 16:00,21.2,268.3,0.7,0,47.7
2018-03-29 17:00,21.5,251.4,1.3,0,45.2
2018-03-29 18:00,20.4,225.7,1.7,0,42.9
2018-03-29 19:00,19.2,184.7,0.9,0,49.9
2018-03-29 20:00,17.8,196.3,0.7,0,58.6
2018-03-29 21:00,17,0,0.2,0,63.6
2018-03-29 22:00,16.5,95.2,0.8,0,67.8
2018-03-29 23:00,15.2,121.4,0.7,0,75.1
2018-03-30 0:00,14.4,0,0.3,0,77.2
2018-03-30 1:00,14.9,142.8,0.6,0,68.2
2018-03-30 2:00,13.8,109.3,1.4,0,58.7
2018-03-30 3:00,12.4,68.1,1.5,0,58.3
2018-03-30 4:00,11.8,29.8,2.4,0,57.3
2018-03-30 5:00,11.4,187.3,0.7,0,55.9
2018-03-30 6:00,11.2,88.1,1.2,0,53.3
2018-03-30 7:00,11.2,47.2,0.7,0,49.8
2018-03-30 8:00,12,78.1,1.3,0,44.7
2018-03-30 9:00,13.1,106.1,1.3,0,42.1
2018-03-30 10:00,14.7,40.7,1.9,0,40.1
2018-03-30 11:00,15.6,75.1,1.4,0,40.2
2018-03-30 12:00,17.4,64.3,1.5,0,38.3
2018-03-30 13:00,19,35.3,1.8,0,38.2
2018-03-30 14:00,19.8,35.1,2,0,37.7
2018-03-30 15:00,20.4,345.5,1.6,0,37.6
2018-03-30 16:00,21.6,263.4,1.1,0,35.7
2018-03-30 17:00,21.2,260.3,1,0,35.8
2018-03-30 18:00,20.6,86.8,0.8,0,36.8
2018-03-30 19:00,18.5,116.1,1.6,0,43.8
2018-03-30 20:00,17.2,199.5,0.8,0,47.2
2018-03-30 21:00,16.4,90.6,0.8,0,56
2018-03-30 22:00,16,3,1.2,0,65
2018-03-30 23:00,15,354.4,1.7,0,68.9
2018-03-31 0:00,14.3,346,1.3,0,70.7
2018-03-31 1:00,13.4,135.4,0.7,0,73.8
2018-03-31 2:00,12.3,135.4,0.5,0,78.1
2018-03-31 3:00,11.7,0,0.3,0,79.7
2018-03-31 4:00,11.2,0,0.2,0,81.8
2018-03-31 5:00,10.5,0,0.3,0,84.9
2018-03-31 6:00,9.8,0,0.3,0,86.5
2018-03-31 7:00,9.5,0,0,0,87.3
2018-03-31 8:00,11.1,0,0.3,0,80.3
2018-03-31 9:00,13,257.4,0.6,0,69.6
2018-03-31 10:00,16,249.6,0.6,0,55.4
2018-03-31 11:00,18.2,332.4,1,0,50.6
2018-03-31 12:00,20.6,265.9,1.5,0,44.5
2018-03-31 13:00,21.9,268.3,2.3,0,36.6
2018-03-31 14:00,22,282.1,2.6,0,39.7
2018-03-31 15:00,22.4,262.8,2.8,0,35.7
2018-03-31 16:00,22.6,246,3,0,33.6
2018-03-31 17:00,21.8,237.9,2.9,0,33
2018-03-31 18:00,20.4,230.7,2.6,0,34.5
2018-03-31 19:00,18.5,229.9,2.4,0,37.2
2018-03-31 20:00,16.8,210.8,1.1,0,41
2018-03-31 21:00,15.9,227,1.1,0,42.1
2018-03-31 22:00,14.8,157.1,0.8,0,45.5
2018-03-31 23:00,14.1,0,0.4,0,48.1
2018-04-01 0:00,13.6,0,0.4,0,50.5
2018-04-01 1:00,12.7,0,0.1,0,53.8
2018-04-01 2:00,12.4,151,0.5,0,53.4
2018-04-01 3:00,11.8,0,0.2,0,56.8
2018-04-01 4:00,11.1,0,0.3,0,59.1
2018-04-01 5:00,10.8,0,0.3,0,62.2
2018-04-01 6:00,10.6,0,0.2,0,63.8
2018-04-01 7:00,10.5,0,0.1,0,65.9
2018-04-01 8:00,12,0,0.3,0,60.8
2018-04-01 9:00,13.7,329.8,0.8,0,55.8
2018-04-01 10:00,16.1,22.4,1,0,48.7
2018-04-01 11:00,18.2,206.4,0.9,0,49.5
2018-04-01 12:00,19.7,237.3,2,0,63.3
2018-04-01 13:00,19.9,235.1,2.4,0,65.4
2018-04-01 14:00,20.4,227.3,2.5,0,64.7
2018-04-01 15:00,20.6,249,1.9,0,65
2018-04-01 16:00,21.1,256.3,2.8,0,63.9
2018-04-01 17:00,20.7,253.4,1.8,0,67.1
2018-04-01 18:00,20.2,246.3,1.8,0,68.6
2018-04-01 19:00,19,247.2,1.8,0,73.7
2018-04-01 20:00,18.1,235.8,1.2,0,77.1
2018-04-01 21:00,17.2,211.6,1.1,0,80.2
2018-04-01 22:00,16.7,202.9,0.8,0,81.5
2018-04-01 23:00,15.9,168.4,0.6,0,84.2
2018-04-02 0:00,15.1,0,0,0,88
2018-04-02 1:00,14.5,0,0.1,0,90.9
2018-04-02 2:00,13.6,0,0.2,0,92.8
2018-04-02 3:00,13,0,0,0,94.1
2018-04-02 4:00,12.6,0,0.3,0,95.8
2018-04-02 5:00,12.1,0,0,0,95.6
2018-04-02 6:00,11.2,0,0.1,0,95.9
2018-04-02 7:00,11.1,0,0,0,96.9
2018-04-02 8:00,12.8,0,0.1,0,94.5
2018-04-02 9:00,15.2,0,0.3,0,83.3
2018-04-02 10:00,18.6,4,0.8,0,66.4
2018-04-02 11:00,21.4,254.8,1.7,0,54.2
2018-04-02 12:00,23.1,242,1.9,0,46.8
2018-04-02 13:00,24.3,262.3,2.1,0,41.5
2018-04-02 14:00,24.8,269.4,2.2,0,38.6
2018-04-02 15:00,25.3,256.9,2.7,0,38
2018-04-02 16:00,25,241.7,2.4,0,41.3
2018-04-02 17:00,24.3,244.6,2.9,0,44.7
2018-04-02 18:00,22.6,249.6,3.2,0,49.1
2018-04-02 19:00,21,240.8,2.3,0,50.9
2018-04-02 20:00,19.6,225.7,1.6,0,58.5
2018-04-02 21:00,18.4,202.1,1.5,0,65
2018-04-02 22:00,17.3,138.7,0.6,0,69.5
2018-04-02 23:00,16.5,0,0.3,0,73.2
2018-04-03 0:00,15.7,0,0.1,0,77.5
2018-04-03 1:00,15.1,122.9,0.7,0,80.8
2018-04-03 2:00,14.4,0,0,0,83.4
2018-04-03 3:00,13.7,325.4,0.7,0,85.1
2018-04-03 4:00,13.1,0,0.1,0,87.3
2018-04-03 5:00,13.7,0,0.3,0,85.9
2018-04-03 6:00,13.1,0,0.2,0,86.3
2018-04-03 7:00,14,0,0.1,0,84.4
2018-04-03 8:00,15.2,0,0.3,0,79.4
2018-04-03 9:00,17.5,306,0.7,0,69.5
2018-04-03 10:00,20.1,304.7,1.2,0,64
2018-04-03 11:00,21.6,310.4,1.1,0,58.2
2018-04-03 12:00,23.4,243.2,1.4,0,50.1
2018-04-03 13:00,23.9,294.1,1.8,0,48
2018-04-03 14:00,25.6,258.2,2.8,0,44.1
2018-04-03 15:00,25.5,261.4,2.9,0,43.3
2018-04-03 16:00,25.4,251.1,2.7,0,44.8
2018-04-03 17:00,25,247.9,2,0,44.6
2018-04-03 18:00,23.1,255.6,2.3,0,50.4
2018-04-03 19:00,21,233.8,2.7,0,59.8
2018-04-03 20:00,19.6,236.2,2,0,63.5
2018-04-03 21:00,18.9,218.2,1.5,0,65.5
2018-04-03 22:00,18.1,149.2,0.6,0,72
2018-04-03 23:00,18.2,184.9,1.1,0,78.1
2018-04-04 0:00,17.7,192.4,1,0,80.8
2018-04-04 1:00,18,197,1.7,0,80.5
2018-04-04 2:00,16.9,0,0.4,0,80.7
2018-04-04 3:00,17,133.7,0.6,0,80.6
2018-04-04 4:00,18,255.3,1.1,0,80.3
2018-04-04 5:00,17.1,241,1.5,0.5,91.5
2018-04-04 6:00,16.6,249.8,1.7,1,95.6
2018-04-04 7:00,15.4,204.2,2.3,5.5,96.9
2018-04-04 8:00,15.1,212.2,1.8,6,97.9
2018-04-04 9:00,14.6,327,1.7,1,97.1
2018-04-04 10:00,14.1,94.8,0.8,0,95.6
2018-04-04 11:00,14.1,17.8,1,0,92.2
2018-04-04 12:00,14.6,339.4,1.4,0,85.5
2018-04-04 13:00,13.7,338.8,1.6,0,90
2018-04-04 14:00,13.4,340.2,1.6,0,92.8
2018-04-04 15:00,11.9,58.1,1.8,0,90.3
2018-04-04 16:00,11.5,76.8,1.8,0,84.4
2018-04-04 17:00,11.4,118.3,0.9,0,81.5
2018-04-04 18:00,10.8,76.2,2.2,0,81.8
2018-04-04 19:00,10.3,75.3,1.6,,80.5
2018-04-04 20:00,10.2,38.3,1.8,,80.7
2018-04-04 21:00,10.1,61.4,1.4,,80.3
2018-04-04 22:00,10.1,77.6,1.2,,78.8
2018-04-04 23:00,9.7,18.4,1.6,,81.2
2018-04-05 0:00,9.7,28.7,1.9,,78.8
2018-04-05 1:00,9.3,89.1,1.8,0,79.9
2018-04-05 2:00,9,104.8,2.4,0,81.1
2018-04-05 3:00,9,100.1,2.1,0,81.5
2018-04-05 4:00,8.6,81.9,0.7,0.5,87.1
2018-04-05 5:00,8.3,44.1,1.3,3,91.7
2018-04-05 6:00,8.3,28.3,2,0.5,89.9
2018-04-05 7:00,8.1,92.4,2.6,0,90.8
2018-04-05 8:00,8.4,123.9,1.6,0,88.3
2018-04-05 9:00,8.4,44.3,1.4,0.5,89.5
2018-04-05 10:00,8.6,45,2,0.5,90
2018-04-05 11:00,8.7,107,1.3,0,89.3
2018-04-05 12:00,8.7,29.5,1.8,0.5,90.4
2018-04-05 13:00,8.7,62.5,1.9,1,90.5
2018-04-05 14:00,8.7,69.2,1.4,0.5,89.6
2018-04-05 15:00,8.7,83.1,1,1,91.2
2018-04-05 16:00,8.8,25.4,1.4,0.5,90
2018-04-05 17:00,8.6,52.9,0.9,1,92.7
2018-04-05 18:00,8.3,54.4,0.9,1.5,94.9
2018-04-05 19:00,8.3,31.7,0.9,1.5,96
2018-04-05 20:00,8.1,61.1,0.8,1,96.7
2018-04-05 21:00,8,20.7,1.3,0.5,97.2
2018-04-05 22:00,8,15.6,0.8,0.5,96.9
2018-04-05 23:00,7.8,0,0.3,0,97.4
