Datetime,SO2,CO,O3,NO2,PM10,PM25
2018010101,0.004,0.8,0.001,0.035,66,24
2018010102,0.004,0.5,0.014,0.025,57,19
2018010103,0.004,0.7,0.007,0.027,50,11
2018010104,0.004,0.6,0.004,0.027,59,27
2018010105,0.004,0.6,0.006,0.024,52,22
2018010106,0.004,0.5,0.007,0.023,40,20
2018010107,0.004,0.5,0.005,0.025,45,16
2018010108,0.004,0.5,0.003,0.028,43,16
2018010109,0.004,0.6,0.007,0.025,38,18
2018010110,0.005,0.5,0.009,0.024,38,20
2018010111,0.006,0.5,0.013,0.025,52,23
2018010112,0.005,0.4,0.021,0.019,48,21
2018010113,0.004,0.3,0.028,0.012,40,8
2018010114,0.004,0.3,0.03,0.011,41,8
2018010115,0.004,0.4,0.029,0.012,47,12
2018010116,0.004,0.4,0.025,0.017,52,15
2018010117,0.005,0.5,0.024,0.019,50,19
2018010118,0.004,0.4,0.022,0.02,53,26
2018010119,0.004,0.4,0.022,0.019,49,24
2018010120,0.005,0.8,0.006,0.039,50,27
2018010121,0.006,0.8,0.002,0.041,66,31
2018010122,0.005,0.8,0.001,0.038,64,40
2018010123,0.004,0.8,0.001,0.036,81,41
2018010124,0.004,0.7,0.002,0.032,66,33
2018010201,0.004,0.7,0.005,0.026,55,28
2018010202,0.004,0.7,0.006,0.023,57,25
2018010203,0.004,0.7,0.007,0.021,60,31
2018010204,0.004,0.7,0.007,0.021,49,32
2018010205,0.003,0.7,0.004,0.024,52,24
2018010206,0.004,0.8,0.003,0.028,50,27
2018010207,0.004,0.8,0.001,0.033,51,27
2018010208,0.004,0.8,0.001,0.037,52,29
2018010209,0.005,1,0.002,0.043,62,34
2018010210,0.006,1,0.002,0.042,63,48
2018010211,0.007,1.1,0.002,0.045,66,39
2018010212,0.007,1.3,0.002,0.052,79,50
2018010213,0.006,0.9,0.007,0.041,90,44
2018010214,0.005,0.5,0.028,0.016,66,32
2018010215,0.005,0.5,0.026,0.018,53,22
2018010216,0.005,0.6,0.014,0.031,60,26
2018010217,0.005,0.7,0.006,0.036,70,32
2018010218,0.005,0.8,0.002,0.042,65,36
2018010219,0.006,1,0.001,0.049,79,37
2018010220,0.008,0.8,0.003,0.046,83,30
2018010221,0.01,0.8,0.001,0.045,66,30
2018010222,0.009,0.8,0.003,0.044,58,34
2018010223,0.005,0.5,0.005,0.035,51,31
2018010224,0.005,0.4,0.019,0.022,38,19
2018010301,0.004,0.3,0.025,0.015,29,7
2018010302,0.004,0.3,0.024,0.015,26,2
2018010303,0.004,0.4,0.021,0.016,28,5
2018010304,0.004,0.4,0.023,0.011,31,15
2018010305,0.006,0.4,0.013,0.021,30,13
2018010306,0.005,0.4,0.018,0.017,35,17
2018010307,0.006,0.5,0.005,0.032,35,24
2018010308,0.005,0.7,0.001,0.038,50,30
2018010309,0.006,0.8,0.002,0.038,57,29
2018010310,0.007,0.7,0.005,0.036,56,34
2018010311,0.007,0.7,0.01,0.031,54,27
2018010312,0.007,0.6,0.016,0.023,53,23
2018010313,0.006,0.5,0.018,0.02,41,17
2018010314,0.005,0.5,0.021,0.018,38,17
2018010315,0.005,0.3,0.025,0.015,41,11
2018010316,0.003,0.3,0.028,0.013,25,9
2018010317,0.003,0.3,0.026,0.016,27,5
2018010318,0.004,0.4,0.018,0.025,18,3
2018010319,0.007,0.5,0.006,0.039,25,13
2018010320,0.007,0.6,0.003,0.04,28,14
2018010321,0.007,0.5,0.005,0.037,35,21
2018010322,0.005,0.5,0.008,0.034,31,18
2018010323,0.005,0.5,0.011,0.03,33,14
2018010324,0.005,0.7,0.001,0.038,41,20
2018010401,0.004,0.6,0.003,0.032,40,24
2018010402,0.004,0.5,0.003,0.031,40,20
2018010403,0.004,0.5,0.006,0.028,40,18
2018010404,0.004,0.5,0.015,0.019,39,25
2018010405,0.004,0.4,0.018,0.016,44,22
2018010406,0.005,0.5,0.013,0.022,46,22
2018010407,0.006,0.5,0.009,0.027,43,20
2018010408,0.005,0.5,0.004,0.034,42,21
2018010409,0.004,0.5,0.007,0.032,46,23
2018010410,0.006,0.6,0.006,0.033,48,31
2018010411,0.006,0.5,0.008,0.033,57,32
2018010412,0.005,0.5,0.014,0.028,53,26
2018010413,0.005,0.4,0.019,0.024,45,24
2018010414,0.004,0.3,0.021,0.021,38,18
2018010415,0.005,0.4,0.019,0.026,43,20
2018010416,0.004,0.3,0.015,0.03,44,21
2018010417,0.004,0.4,0.009,0.037,46,30
2018010418,0.005,0.4,0.003,0.045,46,22
2018010419,0.004,0.4,0.001,0.049,43,31
2018010420,0.005,0.4,0.003,0.044,52,26
2018010421,0.004,0.4,0.002,0.045,47,24
2018010422,0.005,0.5,0.001,0.046,48,33
2018010423,0.004,0.5,0.001,0.046,50,30
2018010424,0.004,0.5,0.001,0.047,55,35
2018010501,0.005,0.6,0.001,0.045,56,39
2018010502,0.005,0.6,0.001,0.046,65,31
2018010503,0.006,0.6,0.002,0.045,70,31
2018010504,0.006,0.6,0.001,0.044,61,42
2018010505,0.005,0.6,0.002,0.044,64,39
2018010506,0.005,0.5,0.001,0.043,57,33
2018010507,0.006,0.6,0.001,0.046,59,42
2018010508,0.005,0.7,0.001,0.046,62,38
2018010509,0.005,0.8,0.002,0.045,70,45
2018010510,0.005,0.6,0.005,0.041,60,50
2018010511,0.005,0.6,0.005,0.044,54,49
2018010512,0.006,0.6,0.007,0.045,68,48
2018010513,0.006,0.5,0.014,0.036,65,43
2018010514,0.005,0.4,0.024,0.025,49,41
2018010515,0.004,0.3,0.026,0.022,44,34
2018010516,0.003,0.3,0.029,0.018,38,28
2018010517,0.002,0.2,0.031,0.016,28,15
2018010518,0.002,0.3,0.023,0.024,28,15
2018010519,0.003,0.3,0.023,0.026,28,19
2018010520,0.003,0.4,0.023,0.024,28,17
2018010521,0.003,0.4,0.022,0.024,30,18
2018010522,0.003,0.6,0.012,0.034,35,22
2018010523,0.004,0.8,0.006,0.04,52,29
2018010524,0.004,0.8,0.003,0.042,56,33
2018010601,0.004,0.7,0.008,0.031,50,33
2018010602,0.004,0.6,0.017,0.023,44,33
2018010603,0.003,0.6,0.019,0.021,42,27
2018010604,0.003,0.5,0.019,0.02,42,23
2018010605,0.002,0.5,0.017,0.021,41,24
2018010606,0.003,0.6,0.007,0.03,36,25
2018010607,0.003,0.5,0.004,0.033,45,28
2018010608,0.003,0.6,0.001,0.036,48,30
2018010609,0.004,0.6,0.003,0.036,44,32
2018010610,0.005,0.6,0.008,0.033,49,39
2018010611,0.007,0.5,0.019,0.023,44,30
2018010612,0.006,0.5,0.018,0.027,47,23
2018010613,0.005,0.5,0.017,0.029,45,19
2018010614,0.004,0.5,0.021,0.027,48,18
2018010615,0.004,0.4,0.029,0.018,41,12
2018010616,0.004,0.4,0.025,0.023,44,17
2018010617,0.004,0.4,0.019,0.028,46,21
2018010618,0.005,0.5,0.01,0.04,50,24
2018010619,0.007,0.8,0.004,0.049,40,24
2018010620,0.005,0.7,0.001,0.048,58,34
2018010621,0.005,0.8,0.001,0.044,62,35
2018010622,0.004,0.8,0.001,0.043,58,42
2018010623,0.005,0.9,0.001,0.043,62,43
2018010624,0.005,1,0.001,0.041,66,38
2018010701,0.004,0.9,0.001,0.036,64,38
2018010702,0.003,0.8,0.001,0.033,59,28
2018010703,0.003,0.8,0.001,0.031,53,29
2018010704,0.003,0.7,0.001,0.031,52,29
2018010705,0.003,0.8,0.001,0.031,47,34
2018010706,0.004,0.8,0.001,0.032,48,32
2018010707,0.004,0.8,0.001,0.032,45,36
2018010708,0.004,0.9,0.001,0.033,48,36
2018010709,0.006,1,0.002,0.035,49,37
2018010710,0.006,0.9,0.003,0.033,52,51
2018010711,0.006,0.9,0.005,0.031,54,42
2018010712,0.005,0.8,0.008,0.028,56,34
2018010713,0.005,0.6,0.01,0.028,48,40
2018010714,0.004,0.6,0.014,0.025,47,39
2018010715,0.004,0.5,0.015,0.024,39,30
2018010716,0.004,0.5,0.013,0.028,50,28
2018010717,0.004,0.6,0.011,0.031,41,
2018010718,0.005,0.6,0.007,0.037,51,35
2018010719,0.007,0.9,0.001,0.047,45,42
2018010720,0.007,1,0.001,0.048,65,49
2018010721,0.008,1.1,0.001,0.048,61,45
2018010722,0.006,0.9,0.002,0.043,54,47
2018010723,0.006,0.9,0.002,0.04,70,45
2018010724,0.004,0.7,0.005,0.033,65,39
2018010801,0.006,1,0.001,0.042,56,40
2018010802,0.008,1.1,0.001,0.041,66,44
2018010803,0.006,0.8,0.001,0.037,66,43
2018010804,0.007,0.9,0.001,0.038,58,43
2018010805,0.006,0.9,0.001,0.038,52,42
2018010806,0.006,0.8,0.001,0.042,53,42
2018010807,0.005,0.8,0.001,0.042,55,47
2018010808,0.005,0.8,0.001,0.043,62,52
2018010809,0.004,0.8,0.001,0.042,61,52
2018010810,0.004,0.8,0.001,0.042,52,44
2018010811,0.004,0.9,0.002,0.044,58,53
2018010812,0.004,0.9,0.003,0.045,62,
2018010813,0.004,0.9,0.003,0.045,70,
2018010814,0.004,0.8,0.002,0.046,68,
2018010815,0.003,0.6,0.005,0.039,44,
2018010816,0.003,0.5,0.012,0.028,32,
2018010817,0.002,0.4,0.016,0.025,29,
2018010818,0.002,0.4,0.015,0.027,24,
2018010819,0.002,0.3,0.018,0.022,21,
2018010820,0.002,0.4,0.013,0.029,24,
2018010821,0.002,0.4,0.019,0.023,34,
2018010822,0.002,0.4,0.025,0.018,28,
2018010823,0.002,0.5,0.028,0.016,36,
2018010824,0.002,0.5,0.028,0.017,46,37
2018010901,0.002,0.5,0.029,0.015,44,26
2018010902,0.002,0.4,0.033,0.012,41,26
2018010903,0.002,0.4,0.032,0.011,47,25
2018010904,0.002,0.4,0.03,0.011,39,23
2018010905,0.002,0.4,0.028,0.012,39,18
2018010906,0.002,0.4,0.028,0.013,30,16
2018010907,0.003,0.4,0.025,0.016,34,19
2018010908,0.003,0.4,0.02,0.022,41,22
2018010909,0.003,0.5,0.017,0.026,43,19
2018010910,0.003,0.4,0.026,0.017,39,19
2018010911,0.003,0.4,0.025,0.016,47,18
2018010912,0.003,0.3,0.029,0.012,44,17
2018010913,0.002,0.3,0.031,0.011,45,18
2018010914,0.003,0.3,0.028,0.015,44,15
2018010915,0.002,0.3,0.028,0.009,41,18
2018010916,0.002,0.3,0.033,0.009,36,13
2018010917,0.002,0.3,0.03,0.012,42,11
2018010918,0.002,0.2,0.028,0.014,35,13
2018010919,0.002,0.3,0.026,0.015,26,14
2018010920,0.002,0.3,0.026,0.015,24,11
2018010921,0.002,0.2,0.029,0.011,41,10
2018010922,0.002,0.3,0.025,0.015,28,8
2018010923,0.002,0.4,0.018,0.02,28,13
2018010924,0.002,0.3,0.027,0.012,30,13
2018011001,0.002,0.2,0.03,0.009,31,4
2018011002,0.002,0.3,0.031,0.009,23,5
2018011003,0.002,0.3,0.031,0.009,30,8
2018011004,0.002,0.3,0.029,0.011,36,19
2018011005,0.002,0.3,0.028,0.012,26,15
2018011006,0.003,0.4,0.022,0.016,19,12
2018011007,0.002,0.4,0.015,0.024,35,19
2018011008,0.003,0.4,0.013,0.026,28,14
2018011009,0.003,0.4,0.015,0.025,23,16
2018011010,0.005,0.4,0.022,0.017,24,15
2018011011,0.005,0.3,0.026,0.013,25,14
2018011012,0.004,0.3,0.024,0.015,46,12
2018011013,0.004,0.3,0.026,0.013,47,12
2018011014,0.004,0.4,0.02,0.019,53,17
2018011015,0.003,0.4,0.02,0.019,61,18
2018011016,0.003,0.4,0.018,0.02,57,16
2018011017,0.003,0.3,0.017,0.02,63,13
2018011018,0.003,0.4,0.018,0.02,39,9
2018011019,0.003,0.4,0.017,0.02,66,10
2018011020,0.003,0.3,0.021,0.016,40,8
2018011021,0.003,0.4,0.021,0.016,24,8
2018011022,0.003,0.4,0.014,0.022,35,9
2018011023,0.003,0.4,0.017,0.019,48,13
2018011024,0.003,0.4,0.017,0.019,31,10
2018011101,0.003,0.4,0.024,0.011,39,12
2018011102,0.003,0.4,0.025,0.011,32,14
2018011103,0.003,0.4,0.025,0.01,31,13
2018011104,0.003,0.4,0.025,0.009,30,16
2018011105,0.003,0.4,0.022,0.012,34,15
2018011106,0.003,0.5,0.013,0.021,36,15
2018011107,0.003,0.5,0.01,0.024,36,19
2018011108,0.003,0.6,0.002,0.033,41,21
2018011109,0.004,0.7,0.003,0.032,46,34
2018011110,0.005,0.7,0.006,0.03,44,31
2018011111,0.005,0.7,0.008,0.029,40,28
2018011112,0.004,0.5,0.013,0.022,51,27
2018011113,0.003,0.4,0.023,0.012,33,22
2018011114,0.003,0.4,0.024,0.012,29,14
2018011115,0.002,0.4,0.026,0.012,31,12
2018011116,0.003,0.4,0.023,0.015,33,12
2018011117,0.003,0.4,0.024,0.015,26,9
2018011118,0.002,0.4,0.021,0.018,21,12
2018011119,0.002,0.4,0.021,0.018,20,8
2018011120,0.002,0.4,0.024,0.015,18,7
2018011121,0.002,0.4,0.025,0.014,17,7
2018011122,0.002,0.4,0.025,0.015,18,7
2018011123,0.002,0.4,0.026,0.013,22,10
2018011124,0.003,0.4,0.026,0.013,25,9
2018011201,0.003,0.4,0.024,0.013,35,15
2018011202,0.003,0.5,0.018,0.018,42,28
2018011203,0.004,0.5,0.019,0.018,36,18
2018011204,0.005,0.5,0.019,0.018,43,21
2018011205,0.003,0.5,0.021,0.016,55,19
2018011206,0.004,0.4,0.019,0.019,39,16
2018011207,0.004,0.4,0.013,0.024,31,15
2018011208,0.004,0.6,0.006,0.034,27,16
2018011209,0.004,0.7,0.006,0.034,33,23
2018011210,0.004,0.6,0.01,0.03,34,31
2018011211,0.004,0.6,0.015,0.026,37,27
2018011212,0.003,0.5,0.02,0.023,34,18
2018011213,0.003,0.4,0.028,0.015,29,11
2018011214,0.002,0.4,0.03,0.015,22,5
2018011215,0.002,0.4,0.032,0.014,29,7
2018011216,0.002,0.4,0.033,0.015,28,13
2018011217,0.002,0.4,0.03,0.018,23,8
2018011218,0.003,0.4,0.025,0.024,29,10
2018011219,0.004,0.6,0.009,0.042,24,12
2018011220,0.004,0.5,0.004,0.045,27,16
2018011221,0.003,0.5,0.007,0.04,28,23
2018011222,0.004,0.5,0.008,0.038,33,23
2018011223,0.003,0.5,0.014,0.03,29,16
2018011224,0.003,0.4,0.018,0.025,29,8
2018011301,0.003,0.5,0.016,0.026,22,20
2018011302,0.004,0.5,0.014,0.028,33,18
2018011303,0.004,0.5,0.018,0.023,30,12
2018011304,0.004,0.5,0.013,0.026,36,17
2018011305,0.003,0.5,0.014,0.024,35,22
2018011306,0.003,0.5,0.021,0.019,36,19
2018011307,0.004,0.5,0.012,0.028,34,17
2018011308,0.004,0.6,0.005,0.035,30,20
2018011309,0.004,0.6,0.004,0.038,32,23
2018011310,0.005,0.7,0.008,0.034,34,27
2018011311,0.005,0.7,0.01,0.033,,22
2018011312,0.004,0.5,0.023,0.018,41,23
2018011313,0.004,0.5,0.029,0.017,40,18
2018011314,0.004,0.5,0.034,0.015,42,20
2018011315,0.004,0.4,0.036,0.015,49,22
2018011316,0.004,0.4,0.035,0.016,58,26
2018011317,0.004,0.5,0.031,0.02,51,28
2018011318,0.004,0.6,0.018,0.034,59,32
2018011319,0.007,1,0.002,0.058,54,44
2018011320,0.005,1,0.001,0.052,66,52
2018011321,0.004,0.8,0.001,0.048,61,48
2018011322,0.004,0.9,0.001,0.046,60,52
2018011323,0.003,0.9,0.001,0.042,67,49
2018011324,0.003,0.9,0.001,0.04,59,46
2018011401,0.003,0.9,0.002,0.036,67,47
2018011402,0.003,0.8,0.002,0.034,70,47
2018011403,0.003,0.8,0.004,0.029,72,48
2018011404,0.003,0.8,0.004,0.031,62,52
2018011405,0.004,0.9,0.002,0.032,58,45
2018011406,0.003,0.8,0.002,0.03,58,45
2018011407,0.003,0.8,0.003,0.031,54,42
2018011408,0.003,0.7,0.004,0.031,54,46
2018011409,0.003,0.8,0.006,0.031,50,46
2018011410,0.005,0.8,0.008,0.032,,46
2018011411,0.005,0.9,0.01,0.033,54,47
2018011412,0.005,0.9,0.01,0.039,68,51
2018011413,0.005,0.8,0.016,0.037,62,52
2018011414,0.004,0.7,0.024,0.03,57,41
2018011415,0.003,0.5,0.035,0.02,40,28
2018011416,0.003,0.3,0.041,0.012,18,12
2018011417,0.003,0.4,0.038,0.015,11,4
2018011418,0.005,0.6,0.021,0.034,12,4
2018011419,0.005,0.6,0.018,0.037,21,11
2018011420,0.004,0.5,0.018,0.033,25,18
2018011421,0.005,1,0.004,0.052,24,17
2018011422,0.006,1.3,0.001,0.057,36,23
2018011423,0.005,1,0.001,0.05,39,32
2018011424,0.005,1,0.006,0.048,32,24
2018011501,0.007,1.5,0.001,0.059,56,38
2018011502,0.007,1.3,0.001,0.05,58,35
2018011503,0.006,1.2,0.001,0.048,48,33
2018011504,0.008,1.8,0.002,0.054,45,40
2018011505,0.009,2,0.002,0.059,50,42
2018011506,0.01,2.5,0.002,0.065,61,51
2018011507,0.01,2.5,0.001,0.067,57,50
2018011508,0.009,2.1,0.001,0.066,49,45
2018011509,0.01,2.4,0.001,0.078,46,41
2018011510,0.005,0.7,0.015,0.032,34,31
2018011511,0.004,0.4,0.028,0.017,21,13
2018011512,0.004,0.3,0.03,0.015,29,8
2018011513,0.003,0.3,0.034,0.014,26,11
2018011514,0.003,0.4,0.037,0.014,35,17
2018011515,0.004,0.4,0.036,0.017,50,22
2018011516,0.004,0.4,0.039,0.017,65,32
2018011517,0.005,0.5,0.035,0.021,54,34
2018011518,0.006,0.9,0.009,0.05,65,42
2018011519,0.007,1.1,0.001,0.062,69,47
2018011520,0.006,1,0.001,0.057,76,60
2018011521,0.005,0.9,0.001,0.051,76,54
2018011522,0.004,0.9,0.001,0.048,68,53
2018011523,0.004,0.8,0.001,0.045,88,51
2018011524,0.004,0.8,0.002,0.04,86,48
2018011601,0.004,0.9,0.001,0.04,74,51
2018011602,0.003,0.8,0.002,0.035,84,62
2018011603,0.002,0.7,0.004,0.03,77,60
2018011604,0.003,0.8,0.004,0.03,65,54
2018011605,0.003,0.7,0.008,0.029,56,50
2018011606,0.005,0.9,0.001,0.039,57,47
2018011607,0.004,0.8,0.001,0.041,61,45
2018011608,0.005,1,0.001,0.045,60,44
2018011609,0.005,1,0.001,0.048,64,49
2018011610,0.007,1.3,0.001,0.055,72,58
2018011611,0.009,1.5,0.001,0.061,87,74
2018011612,0.007,1.1,0.002,0.056,71,69
2018011613,,,,,,
2018011614,,,,,,
2018011615,0.009,1,0.002,0.068,95,80
2018011616,0.01,0.7,0.002,0.055,114,82
2018011617,0.006,0.6,0.012,0.053,93,64
2018011618,0.003,0.5,0.009,0.051,,68
2018011619,0.003,0.6,0.008,0.05,,71
2018011620,0.002,0.4,0.03,0.025,,36
2018011621,0.002,0.4,0.027,0.025,,24
2018011622,0.003,0.5,0.018,0.033,,26
2018011623,0.002,0.5,0.012,0.037,30,30
2018011624,0.002,0.4,0.025,0.024,,29
2018011701,0.002,0.5,0.021,0.028,34,23
2018011702,0.002,0.4,0.027,0.021,38,26
2018011703,0.003,0.5,0.01,0.038,40,24
2018011704,0.002,0.4,0.011,0.035,40,33
2018011705,0.002,0.6,0.012,0.035,39,30
2018011706,0.002,0.4,0.031,0.019,29,25
2018011707,0.002,0.4,0.023,0.026,19,19
2018011708,0.002,0.6,0.008,0.04,28,19
2018011709,0.002,0.7,0.003,0.047,29,23
2018011710,0.002,0.6,0.008,0.04,30,27
2018011711,0.003,0.5,0.017,0.029,,21
2018011712,0.002,0.7,0.007,0.043,29,23
2018011713,0.003,0.6,0.009,0.04,36,35
2018011714,0.003,0.6,0.011,0.04,36,30
2018011715,0.002,0.5,0.017,0.034,24,
2018011716,0.003,0.5,0.014,0.037,21,21
2018011717,0.002,0.4,0.019,0.029,17,15
2018011718,0.002,0.5,0.016,0.03,21,21
2018011719,0.003,0.7,0.001,0.052,28,23
2018011720,0.003,0.7,0.002,0.043,31,26
2018011721,0.003,0.6,0.004,0.038,34,25
2018011722,0.003,0.7,0.004,0.039,40,23
2018011723,0.002,0.6,0.015,0.025,43,38
2018011724,0.004,0.6,0.016,0.026,78,61
2018011801,0.004,0.6,0.013,0.029,99,84
2018011802,0.005,0.8,0.007,0.034,124,96
2018011803,0.004,0.7,0.006,0.032,101,93
2018011804,0.005,0.7,0.023,0.023,87,
2018011805,0.004,0.7,0.015,0.028,89,89
2018011806,0.006,0.8,0.011,0.032,87,
2018011807,0.004,0.7,0.01,0.032,76,
2018011808,0.004,0.8,0.004,0.041,81,
2018011809,0.006,1,0.002,0.05,100,92
2018011810,0.008,1,0.007,0.045,132,108
2018011811,0.008,0.9,0.018,0.035,125,87
2018011812,0.007,0.8,0.023,0.03,137,72
2018011813,0.007,0.7,0.023,0.031,120,65
2018011814,0.007,0.7,0.024,0.032,125,54
2018011815,0.008,0.8,0.03,0.029,134,60
2018011816,0.008,0.9,0.023,0.034,135,59
2018011817,0.008,0.8,0.022,0.034,127,52
2018011818,0.007,0.7,0.013,0.042,128,46
2018011819,0.005,0.6,0.01,0.046,116,41
2018011820,0.006,0.6,0.008,0.047,103,33
2018011821,0.008,0.8,0.006,0.047,106,40
2018011822,0.009,0.9,0.002,0.051,108,54
2018011823,0.005,1,0.001,0.045,110,59
2018011824,0.004,1,0.001,0.041,102,59
2018011901,0.004,1,0.001,0.039,97,57
2018011902,0.003,1,0.001,0.037,104,55
2018011903,0.004,1,0.001,0.035,102,59
2018011904,0.004,1,0.001,0.035,93,61
2018011905,0.003,0.9,0.001,0.036,87,57
2018011906,0.004,0.8,0.001,0.036,77,57
2018011907,0.004,0.8,0.001,0.037,78,55
2018011908,0.004,1,0.001,0.042,79,54
2018011909,0.004,1,0.002,0.041,88,61
2018011910,0.005,0.9,0.004,0.036,87,68
2018011911,0.005,0.9,0.006,0.042,69,52
2018011912,0.005,0.7,0.011,0.042,79,45
2018011913,0.005,0.5,0.022,0.031,78,26
2018011914,0.004,0.4,0.023,0.03,64,19
2018011915,0.003,0.3,0.03,0.02,44,12
2018011916,0.003,0.3,0.025,0.026,47,13
2018011917,0.004,0.4,0.024,0.028,55,16
2018011918,0.005,0.5,0.016,0.039,51,19
2018011919,0.006,0.8,0.003,0.056,67,29
2018011920,0.006,0.9,0.002,0.054,80,40
2018011921,0.005,0.8,0.001,0.047,82,47
2018011922,0.004,0.8,0.002,0.044,72,43
2018011923,0.004,0.8,0.001,0.043,74,40
2018011924,0.004,0.9,0.001,0.042,68,42
2018012001,0.004,0.9,0.001,0.041,65,43
2018012002,0.004,0.9,0.001,0.039,77,38
2018012003,0.004,0.8,0.001,0.038,69,37
2018012004,0.004,0.8,0.001,0.035,68,38
2018012005,0.004,0.8,0.001,0.034,67,40
2018012006,0.004,0.8,0.002,0.034,62,33
2018012007,0.004,0.8,0.001,0.038,58,33
2018012008,0.004,0.8,0.001,0.038,62,38
2018012009,0.005,0.8,0.002,0.04,64,41
2018012010,0.006,0.9,0.003,0.04,65,39
2018012011,0.005,0.8,0.004,0.037,71,37
2018012012,0.005,0.9,0.004,0.041,81,41
2018012013,0.006,0.9,0.007,0.044,91,44
2018012014,0.004,0.5,0.033,0.017,78,30
2018012015,0.004,0.5,0.041,0.014,67,18
2018012016,0.004,0.5,0.041,0.016,76,20
2018012017,0.004,0.5,0.04,0.017,87,28
2018012018,0.005,0.6,0.031,0.025,93,36
2018012019,0.005,0.8,0.02,0.037,86,45
2018012020,0.005,1,0.002,0.055,100,51
2018012021,0.004,0.9,0.002,0.048,99,58
2018012022,0.004,1,0.001,0.045,102,59
2018012023,0.003,0.9,0.002,0.041,94,59
2018012024,0.003,0.9,0.002,0.038,87,58
2018012101,0.003,0.9,0.003,0.035,89,62
2018012102,0.003,0.9,0.005,0.029,111,67
2018012103,0.003,1.1,0.005,0.03,114,69
2018012104,0.003,1.1,0.005,0.027,121,79
2018012105,0.003,1.1,0.005,0.026,122,76
2018012106,0.003,1.1,0.004,0.027,129,72
2018012107,0.003,1.2,0.002,0.031,137,76
2018012108,0.003,1.3,0.002,0.033,143,81
2018012109,0.004,1.4,0.002,0.038,152,90
2018012110,0.004,1.4,0.005,0.035,168,110
2018012111,0.005,1.3,0.009,0.037,151,113
2018012112,0.006,1.5,0.01,0.05,172,119
2018012113,0.006,1.1,0.024,0.039,173,125
2018012114,0.005,0.8,0.03,0.03,137,101
2018012115,0.003,0.5,0.036,0.021,70,50
2018012116,0.003,0.4,0.037,0.019,43,21
2018012117,0.003,0.6,0.031,0.026,44,24
2018012118,0.005,0.7,0.017,0.042,75,37
2018012119,0.007,1,0.002,0.06,96,52
2018012120,0.007,1.1,0.001,0.061,109,58
2018012121,0.005,0.9,0.003,0.052,101,62
2018012122,0.005,1,0.001,0.052,93,57
2018012123,0.006,1,0.001,0.049,94,50
2018012124,0.006,1.1,0.001,0.048,85,53
2018012201,0.005,1,0.001,0.042,91,55
2018012202,0.005,1,0.001,0.039,94,61
2018012203,0.005,1,0.001,0.038,87,56
2018012204,0.005,1,0.001,0.037,87,59
2018012205,0.005,1,0.001,0.04,82,52
2018012206,0.005,0.9,0.001,0.042,84,61
2018012207,0.005,1,0.001,0.046,82,60
2018012208,0.006,1.2,0.001,0.051,91,59
2018012209,0.005,1,0.002,0.047,98,67
2018012210,0.005,0.9,0.003,0.046,88,63
2018012211,0.005,0.9,0.004,0.047,87,52
2018012212,0.004,0.7,0.012,0.038,76,44
2018012213,0.004,0.7,0.018,0.034,68,41
2018012214,0.004,0.5,0.032,0.025,83,37
2018012215,0.004,0.4,0.043,0.017,52,20
2018012216,0.004,0.4,0.049,0.014,57,21
2018012217,0.004,0.4,0.051,0.013,49,20
2018012218,0.003,0.5,0.042,0.02,54,26
2018012219,0.003,0.5,0.036,0.024,43,25
2018012220,0.002,0.5,0.039,0.016,40,21
2018012221,0.003,0.8,0.033,0.024,53,35
2018012222,0.003,0.6,0.032,0.02,71,53
2018012223,0.003,0.5,0.029,0.017,39,31
2018012224,0.003,0.6,0.032,0.014,46,31
2018012301,0.003,0.6,0.034,0.012,49,39
2018012302,0.003,0.5,0.037,0.01,58,37
2018012303,0.002,0.4,0.035,0.01,41,30
2018012304,0.002,0.3,0.035,0.008,29,19
2018012305,0.002,0.3,0.033,0.009,30,15
2018012306,0.002,0.3,0.035,0.008,19,6
2018012307,0.002,0.3,0.032,0.01,18,3
2018012308,0.002,0.3,0.03,0.013,18,5
2018012309,0.002,0.4,0.027,0.015,27,6
2018012310,0.002,0.4,0.03,0.011,21,9
2018012311,0.002,0.4,0.031,0.009,20,5
2018012312,0.002,0.4,0.031,0.009,25,6
2018012313,0.003,0.4,0.031,0.009,27,7
2018012314,0.003,0.3,0.023,0.008,26,6
2018012315,0.003,0.2,0.032,0.008,32,11
2018012316,0.003,0.3,0.028,0.012,34,9
2018012317,0.004,0.3,0.023,0.017,40,13
2018012318,0.004,0.3,0.018,0.023,36,15
2018012319,0.005,0.3,0.013,0.027,37,16
2018012320,0.004,0.3,0.021,0.019,32,15
2018012321,0.004,0.4,0.019,0.019,35,14
2018012322,0.004,0.4,0.021,0.017,32,12
2018012323,0.004,0.4,0.019,0.018,38,17
2018012324,0.003,0.3,0.022,0.015,34,20
2018012401,0.003,0.3,0.024,0.011,34,19
2018012402,0.003,0.3,0.029,0.008,48,18
2018012403,0.003,0.3,0.03,0.008,31,14
2018012404,0.003,0.3,0.029,0.009,33,8
2018012405,0.003,0.3,0.028,0.01,32,8
2018012406,0.004,0.3,0.025,0.013,34,7
2018012407,0.004,0.4,0.022,0.017,41,9
2018012408,0.003,0.4,0.02,0.018,42,8
2018012409,0.003,0.3,0.021,0.016,41,14
2018012410,0.003,0.3,0.024,0.015,36,9
2018012411,0.003,0.3,0.026,0.013,40,10
2018012412,0.003,0.3,0.028,0.011,43,12
