Datetime,SO2,CO,O3,NO2,PM10,PM25
2018071624,0.004,0.2,0.02,0.005,39,29
2018071701,0.003,0.2,0.013,0.01,38,29
2018071702,0.003,0.2,0.009,0.01,54,30
2018071703,0.003,0.2,0.007,0.01,53,35
2018071704,0.003,0.2,0.01,0.008,50,42
2018071705,0.003,0.2,0.007,0.009,50,40
2018071706,0.003,0.2,0.005,0.012,39,36
2018071707,0.003,0.3,0.004,0.014,45,34
2018071708,0.003,0.3,0.007,0.015,34,30
2018071709,0.004,0.3,0.015,0.012,25,25
2018071710,0.003,0.2,0.025,0.008,31,24
2018071711,0.002,0.2,0.029,0.005,32,21
2018071712,0.002,0.2,0.036,0.005,25,17
2018071713,0.002,0.2,0.036,0.006,23,14
2018071714,0.003,0.2,0.042,0.006,16,14
2018071715,0.002,0.2,0.045,0.006,26,13
2018071716,0.002,0.2,0.042,0.007,20,19
2018071717,0.002,0.2,0.036,0.006,30,18
2018071718,0.002,0.3,0.047,0.007,33,16
2018071719,0.002,0.3,0.033,0.008,28,16
2018071720,0.002,0.3,0.033,0.009,31,13
2018071721,0.004,0.4,0.041,0.012,34,20
2018071722,0.003,0.4,0.028,0.014,46,25
2018071723,0.002,0.3,0.005,0.017,36,25
2018071724,0.002,0.3,0.003,0.016,29,27
2018071801,0.001,0.3,0.003,0.014,36,22
2018071802,0.001,0.3,0.005,0.01,29,16
2018071803,0.001,0.3,0.004,0.01,29,15
2018071804,0.001,0.3,0.003,0.01,29,21
2018071805,0.001,0.3,0.002,0.009,27,20
2018071806,0.001,0.3,0.002,0.011,29,20
2018071807,0.002,0.4,0.002,0.012,28,19
2018071808,0.002,0.4,0.006,0.013,27,22
2018071809,0.002,0.4,0.014,0.019,29,24
2018071810,0.003,0.3,0.024,0.015,32,24
2018071811,0.002,0.4,0.03,0.019,38,22
2018071812,0.003,0.4,0.042,0.021,32,25
2018071813,0.002,0.4,0.058,0.015,44,28
2018071814,0.002,0.3,0.07,0.014,39,26
2018071815,0.002,0.3,0.075,0.012,40,25
2018071816,0.002,0.3,0.08,0.011,34,25
2018071817,0.002,0.3,0.073,0.011,41,28
2018071818,0.002,0.3,0.048,0.009,35,21
2018071819,0.002,0.3,0.045,0.017,27,16
2018071820,0.002,0.4,0.036,0.023,43,26
2018071821,0.002,0.4,0.02,0.026,48,25
2018071822,0.004,0.5,0.04,0.021,42,34
2018071823,0.009,0.8,0.044,0.023,45,31
2018071824,0.01,0.9,0.032,0.024,56,31
2018071901,0.008,0.7,0.022,0.025,49,34
2018071902,0.008,0.5,0.012,0.025,53,30
2018071903,0.006,0.4,0.009,0.019,24,23
2018071904,0.005,0.4,0.01,0.016,21,20
2018071905,0.003,0.5,0.004,0.019,50,25
2018071906,0.003,0.5,0.003,0.019,47,36
2018071907,0.003,0.5,0.003,0.019,37,28
2018071908,0.003,0.5,0.007,0.023,29,28
2018071909,0.004,0.5,0.017,0.023,,21
2018071910,0.004,0.5,0.026,0.03,32,22
2018071911,0.004,0.5,0.042,0.028,38,19
2018071912,0.003,0.4,0.067,0.02,30,22
2018071913,0.003,0.4,0.084,0.019,39,22
2018071914,0.002,0.4,0.095,0.015,47,22
2018071915,0.002,0.3,0.092,0.012,35,26
2018071916,0.002,0.3,0.084,0.013,38,25
2018071917,0.002,0.3,0.079,0.014,40,22
2018071918,0.002,0.4,0.079,0.016,41,23
2018071919,0.002,0.4,0.086,0.018,32,22
2018071920,0.004,0.4,0.085,0.02,45,25
2018071921,0.003,0.5,0.056,0.03,40,27
2018071922,0.002,0.5,0.028,0.034,57,29
2018071923,0.002,0.4,0.025,0.028,52,34
2018071924,0.002,0.4,0.022,0.025,48,33
2018072001,0.002,0.4,0.019,0.022,45,30
2018072002,0.002,0.4,0.018,0.019,43,36
2018072003,0.002,0.4,0.011,0.019,43,36
2018072004,0.002,0.4,0.008,0.019,44,30
2018072005,0.002,0.4,0.006,0.019,34,28
2018072006,0.002,0.4,0.002,0.02,36,21
2018072007,0.002,0.4,0.003,0.02,35,22
2018072008,0.002,0.5,0.007,0.023,23,19
2018072009,0.003,0.4,0.019,0.027,24,21
2018072010,0.002,0.4,0.041,0.029,33,18
2018072011,0.002,0.4,0.086,0.019,37,20
2018072012,0.002,0.4,0.089,0.011,40,23
2018072013,0.002,0.3,0.078,0.009,34,24
2018072014,0.002,0.3,0.084,0.01,28,25
2018072015,0.002,0.3,0.084,0.008,36,24
2018072016,0.002,0.3,0.087,0.01,,29
2018072017,0.002,0.4,0.117,0.014,60,32
2018072018,0.002,0.4,0.104,0.019,60,32
2018072019,0.002,0.4,0.104,0.019,45,33
2018072020,0.002,0.5,0.083,0.03,55,29
2018072021,0.002,0.5,0.057,0.029,67,32
2018072022,0.002,0.5,0.047,0.026,60,36
2018072023,0.002,0.5,0.041,0.024,56,38
2018072024,0.002,0.5,0.033,0.026,53,34
2018072101,0.002,0.5,0.035,0.02,54,36
2018072102,0.002,0.4,0.03,0.018,61,34
2018072103,0.002,0.4,0.031,0.015,60,41
2018072104,0.002,0.4,0.029,0.013,56,36
2018072105,0.002,0.4,0.023,0.014,53,39
2018072106,0.002,0.5,0.015,0.018,56,41
2018072107,0.002,0.5,0.011,0.022,59,34
2018072108,0.002,0.5,0.02,0.024,50,37
2018072109,0.002,0.5,0.037,0.023,49,33
2018072110,0.003,0.5,0.059,0.022,57,38
2018072111,0.002,0.5,0.092,0.012,50,34
2018072112,0.002,0.4,0.096,0.01,,39
2018072113,0.002,0.4,0.086,0.011,39,31
2018072114,0.002,0.4,0.09,0.011,51,37
2018072115,0.002,0.4,0.09,0.01,37,30
2018072116,0.002,0.4,0.086,0.01,43,40
2018072117,0.002,0.3,0.072,0.011,,34
2018072118,0.002,0.4,0.07,0.014,37,28
2018072119,0.002,0.4,0.09,0.016,54,32
2018072120,0.003,0.4,0.091,0.018,60,41
2018072121,0.005,0.5,0.068,0.02,56,44
2018072122,0.005,0.5,0.048,0.022,53,43
2018072123,0.003,0.5,0.038,0.023,69,40
2018072124,0.003,0.5,0.034,0.02,68,39
2018072201,0.003,0.5,0.034,0.015,66,44
2018072202,0.003,0.5,0.034,0.013,60,46
2018072203,0.003,0.5,0.03,0.012,67,50
2018072204,0.003,0.5,0.026,0.011,60,46
2018072205,0.003,0.5,0.025,0.011,59,49
2018072206,0.002,0.5,0.022,0.012,62,44
2018072207,0.002,0.5,0.016,0.017,46,41
2018072208,0.003,0.5,0.027,0.017,45,37
2018072209,0.003,0.5,0.043,0.012,42,34
2018072210,0.003,0.5,0.056,0.012,44,32
2018072211,0.002,0.4,0.061,0.01,43,27
2018072212,0.002,0.3,0.054,0.009,24,22
2018072213,0.002,0.3,0.051,0.008,16,14
2018072214,0.002,0.3,0.045,0.006,27,12
2018072215,0.002,0.3,0.044,0.007,,14
2018072216,0.002,0.3,0.042,0.007,13,4
2018072217,0.002,0.3,0.028,0.005,22,12
2018072218,0.002,0.3,0.033,0.007,15,5
2018072219,0.002,0.3,0.039,0.007,24,5
2018072220,0.002,0.3,0.036,0.008,22,9
2018072221,0.003,0.4,0.029,0.01,17,7
2018072222,0.002,0.4,0.015,0.018,38,13
2018072223,0.002,0.4,0.012,0.018,34,21
2018072224,0.002,0.4,0.013,0.014,27,19
2018072301,0.002,0.4,0.011,0.012,21,16
2018072302,0.002,0.3,0.008,0.011,29,15
2018072303,0.002,0.3,0.007,0.009,20,8
2018072304,0.001,0.3,0.006,0.008,17,11
2018072305,0.001,0.3,0.004,0.009,15,13
2018072306,0.001,0.3,0.002,0.01,16,11
2018072307,0.002,0.3,0.002,0.012,12,7
2018072308,0.002,0.3,0.004,0.012,,10
2018072309,0.002,0.4,0.01,0.015,10,4
2018072310,0.003,0.4,0.021,0.017,19,12
2018072311,0.002,0.3,0.033,0.012,16,13
2018072312,0.002,0.3,0.038,0.008,10,10
2018072313,0.002,0.3,0.043,0.007,6,2
2018072314,0.002,0.3,0.063,0.013,17,4
2018072315,0.002,0.3,0.069,0.011,24,10
2018072316,0.002,0.3,0.073,0.013,19,14
2018072317,0.002,0.3,0.077,0.012,19,14
2018072318,0.002,0.3,0.072,0.014,29,17
2018072319,0.002,0.3,0.076,0.015,21,10
2018072320,0.002,0.3,0.068,0.016,26,10
2018072321,0.002,0.4,0.039,0.03,48,15
2018072322,0.002,0.4,0.033,0.026,39,18
2018072323,0.002,0.4,0.029,0.027,34,24
2018072324,0.003,0.4,0.029,0.023,34,24
2018072401,0.002,0.4,0.025,0.021,30,21
2018072402,0.002,0.4,0.025,0.017,36,25
2018072403,0.002,0.4,0.021,0.015,39,25
2018072404,0.002,0.4,0.018,0.016,33,22
2018072405,0.002,0.4,0.016,0.014,31,21
2018072406,0.002,0.4,0.01,0.017,23,16
2018072407,0.002,0.4,0.007,0.02,29,14
2018072408,0.002,0.4,0.012,0.022,22,16
2018072409,0.002,0.4,0.032,0.017,22,20
2018072410,0.002,0.4,0.053,0.015,25,11
2018072411,0.002,0.4,0.075,0.012,28,12
2018072412,0.002,0.4,0.078,0.01,27,18
2018072413,0.002,0.3,0.068,0.007,22,12
2018072414,,,,,,
2018072415,,,,,,
2018072416,0.002,0.4,0.082,0.013,41,16
2018072417,0.002,0.4,0.069,0.013,32,14
2018072418,0.002,0.4,0.077,0.016,29,16
2018072419,0.002,0.4,0.064,0.017,35,17
2018072420,0.002,0.3,0.048,0.009,29,13
2018072421,0.002,0.3,0.039,0.008,26,7
2018072422,0.002,0.3,0.037,0.009,10,7
2018072423,0.001,0.3,0.032,0.006,25,4
2018072424,0.001,0.3,0.035,0.004,10,8
2018072501,0.001,0.3,0.03,0.004,18,6
2018072502,0.002,0.3,0.027,0.004,16,4
2018072503,0.002,0.3,0.024,0.005,19,4
2018072504,0.002,0.3,0.022,0.006,24,7
2018072505,0.002,0.3,0.02,0.006,22,7
2018072506,0.002,0.3,0.021,0.006,22,13
2018072507,0.002,0.3,0.015,0.011,22,15
2018072508,0.002,0.3,0.019,0.012,,20
2018072509,0.001,0.3,0.035,0.005,,15
2018072510,0.001,0.3,0.039,0.005,16,9
2018072511,0.001,0.3,0.044,0.005,16,8
2018072512,0.001,0.3,0.048,0.006,17,9
2018072513,0.001,0.3,0.052,0.005,20,13
2018072514,0.001,0.3,0.053,0.005,20,10
2018072515,0.001,0.3,0.055,0.005,20,11
2018072516,0.001,0.3,0.056,0.006,24,14
2018072517,0.001,0.3,0.057,0.006,24,14
2018072518,0.001,0.3,0.057,0.007,33,15
2018072519,0.002,0.3,0.053,0.008,32,19
2018072520,0.002,0.3,0.046,0.008,34,16
2018072521,0.002,0.3,0.043,0.007,24,11
2018072522,0.002,0.3,0.036,0.007,21,16
2018072523,0.002,0.3,0.032,0.009,20,15
2018072524,0.003,0.3,0.028,0.009,29,15
2018072601,0.002,0.3,0.025,0.007,34,16
2018072602,0.002,0.3,0.023,0.006,31,12
2018072603,0.002,0.3,0.022,0.005,29,13
2018072604,0.002,0.3,0.02,0.005,25,14
2018072605,0.002,0.3,0.014,0.008,31,15
2018072606,0.002,0.3,0.009,0.011,29,22
2018072607,0.002,0.3,0.01,0.013,33,21
2018072608,0.002,0.3,0.013,0.015,,18
2018072609,0.002,0.3,0.022,0.014,17,15
2018072610,0.001,0.3,0.036,0.009,14,13
2018072611,0.001,0.3,0.043,0.007,16,10
2018072612,0.001,0.3,0.046,0.006,25,14
2018072613,0.001,0.3,0.053,0.006,20,14
2018072614,0.001,0.3,0.057,0.006,26,16
2018072615,0.001,0.3,0.053,0.006,22,12
2018072616,0.001,0.3,0.057,0.008,26,16
2018072617,0.001,0.3,0.059,0.008,31,15
2018072618,0.001,0.3,0.055,0.012,29,14
2018072619,0.001,0.3,0.048,0.015,36,16
2018072620,0.002,0.3,0.043,0.01,28,16
2018072621,0.002,0.3,0.037,0.008,23,12
2018072622,0.002,0.3,0.029,0.009,16,14
2018072623,0.001,0.3,0.019,0.017,29,15
2018072624,0.001,0.3,0.014,0.018,31,16
2018072701,0.001,0.3,0.014,0.015,23,16
2018072702,0.001,0.3,0.013,0.012,31,18
2018072703,0.001,0.3,0.013,0.01,28,16
2018072704,0.001,0.3,0.009,0.011,27,18
2018072705,0.001,0.3,0.007,0.012,30,17
2018072706,0.002,0.3,0.005,0.013,28,13
2018072707,0.002,0.3,0.005,0.015,23,14
2018072708,0.002,0.4,0.008,0.017,16,10
2018072709,0.002,0.4,0.014,0.018,22,15
2018072710,0.003,0.4,0.028,0.018,22,14
2018072711,0.002,0.4,0.046,0.017,31,17
2018072712,0.003,0.4,0.063,0.023,34,24
2018072713,0.003,0.4,0.102,0.018,46,31
2018072714,0.003,0.4,0.119,0.014,41,29
2018072715,0.002,0.4,0.099,0.014,38,28
2018072716,0.002,0.3,0.092,0.012,33,23
2018072717,0.002,0.4,0.093,0.011,36,22
2018072718,0.002,0.4,0.091,0.013,31,19
2018072719,0.002,0.4,0.074,0.014,38,24
2018072720,0.002,0.4,0.079,0.017,59,24
2018072721,0.004,0.5,0.071,0.019,57,32
2018072722,0.011,0.9,0.054,0.022,65,47
2018072723,0.01,0.8,0.036,0.021,53,41
2018072724,0.009,0.6,0.029,0.018,40,34
2018072801,0.008,0.6,0.025,0.017,30,26
2018072802,0.007,0.7,0.017,0.022,43,26
2018072803,0.005,0.7,0.012,0.02,57,33
2018072804,0.004,0.6,0.011,0.019,52,42
2018072805,0.003,0.6,0.008,0.019,55,39
2018072806,0.003,0.6,0.005,0.02,52,37
2018072807,0.003,0.6,0.004,0.021,40,36
2018072808,0.004,0.6,0.009,0.022,42,34
2018072809,0.004,0.6,0.019,0.022,29,26
2018072810,0.004,0.6,0.036,0.018,28,23
2018072811,0.003,0.5,0.063,0.015,44,24
2018072812,0.003,0.5,0.091,0.014,47,21
2018072813,0.002,0.5,0.103,0.013,51,31
2018072814,0.002,0.5,0.098,0.011,54,31
2018072815,0.002,0.4,0.095,0.012,42,
2018072816,0.002,0.5,0.1,0.014,50,49
2018072817,0.002,0.4,0.064,0.012,70,31
2018072818,0.001,0.4,0.048,0.014,33,18
2018072819,0.001,0.4,0.04,0.015,20,5
2018072820,0.002,0.4,0.032,0.021,13,7
2018072821,0.001,0.4,0.031,0.015,33,11
2018072822,0.001,0.4,0.025,0.021,17,12
2018072823,0.002,0.4,0.018,0.024,27,8
2018072824,0.001,0.4,0.02,0.017,22,5
2018072901,0.001,0.4,0.02,0.012,17,13
2018072902,0.001,0.4,0.017,0.009,30,16
2018072903,0.001,0.4,0.012,0.01,33,19
2018072904,0.001,0.4,0.01,0.01,29,22
2018072905,0.001,0.4,0.008,0.01,28,21
2018072906,0.001,0.4,0.006,0.011,29,
2018072907,0.001,0.4,0.007,0.011,23,16
2018072908,0.001,0.4,0.012,0.01,20,19
2018072909,0.001,0.4,0.017,0.01,,12
2018072910,0.002,0.4,0.03,0.013,,15
2018072911,0.001,0.3,0.04,0.009,14,7
2018072912,0.001,0.3,0.048,0.008,20,9
2018072913,0.001,0.3,0.058,0.009,18,8
2018072914,0.001,0.3,0.055,0.009,13,10
2018072915,0.001,0.3,0.055,0.01,16,10
2018072916,0.001,0.3,0.055,0.009,10,10
2018072917,0.001,0.3,0.056,0.009,26,7
2018072918,0.001,0.2,0.043,0.009,6,
2018072919,0.001,0.2,0.039,0.009,10,10
2018072920,0.001,0.2,0.037,0.009,16,4
2018072921,0.001,0.3,0.031,0.011,19,5
2018072922,0.001,0.3,0.026,0.011,9,6
2018072923,0.001,0.2,0.021,0.009,11,5
2018072924,0.001,0.2,0.018,0.008,12,4
2018073001,0.001,0.2,0.016,0.008,9,2
2018073002,0.001,0.3,0.012,0.008,15,5
2018073003,0.001,0.2,0.012,0.007,18,4
2018073004,0.001,0.2,0.01,0.007,18,8
2018073005,0.001,0.2,0.009,0.009,13,11
2018073006,0.001,0.3,0.009,0.01,10,5
2018073007,0.001,0.3,0.01,0.015,11,5
2018073008,0.001,0.3,0.014,0.01,6,5
2018073009,0.001,0.3,0.019,0.008,8,2
2018073010,0.001,0.3,0.023,0.007,12,3
2018073011,0.001,0.3,0.026,0.008,14,2
2018073012,0.001,0.3,0.028,0.01,8,2
2018073013,0.001,0.3,0.03,0.009,10,7
2018073014,0.001,0.3,0.032,0.008,10,2
2018073015,0.001,0.3,0.037,0.008,8,3
2018073016,0.001,0.3,0.038,0.009,8,4
2018073017,0.001,0.3,0.039,0.008,10,5
2018073018,0.001,0.3,0.038,0.009,12,4
2018073019,0.001,0.3,0.032,0.015,16,2
2018073020,0.001,0.3,0.031,0.013,15,4
2018073021,0.001,0.3,0.032,0.013,14,5
2018073022,0.001,0.3,0.034,0.012,15,7
2018073023,0.001,0.3,0.035,0.009,15,8
2018073024,0.001,0.3,0.031,0.009,12,7
2018073101,0.001,0.3,0.029,0.007,15,7
2018073102,0.001,0.3,0.027,0.007,15,5
2018073103,0.001,0.2,0.028,0.006,9,4
2018073104,0.001,0.2,0.028,0.005,15,5
2018073105,0.001,0.2,0.026,0.006,13,4
2018073106,0.001,0.3,0.016,0.013,17,10
2018073107,0.001,0.3,0.012,0.019,13,7
2018073108,0.001,0.3,0.021,0.018,8,8
2018073109,0.001,0.3,0.029,0.009,12,11
2018073110,0.001,0.3,0.035,0.008,11,4
2018073111,0.001,0.3,0.039,0.009,15,5
2018073112,0.001,0.3,0.044,0.009,15,5
2018073113,0.001,0.3,0.043,0.008,14,2
2018073114,0.001,0.3,0.041,0.008,13,6
2018073115,0.001,0.3,0.043,0.008,8,2
2018073116,0.002,0.3,0.045,0.009,15,6
2018073117,0.002,0.3,0.049,0.01,11,3
2018073118,0.002,0.3,0.047,0.01,23,5
2018073119,0.002,0.3,0.039,0.016,16,7
2018073120,0.002,0.4,0.027,0.023,25,8
2018073121,0.002,0.4,0.014,0.026,30,9
2018073122,0.002,0.4,0.012,0.025,28,14
2018073123,0.002,0.4,0.01,0.024,24,15
2018073124,0.002,0.4,0.008,0.026,29,17
2018080101,0.002,0.4,0.013,0.02,,12
2018080102,0.002,0.4,0.018,0.014,25,14
2018080103,0.002,0.3,0.018,0.013,22,12
2018080104,0.002,0.3,0.017,0.012,21,12
2018080105,0.002,0.3,0.017,0.011,15,12
2018080106,0.002,0.4,0.007,0.019,16,10
2018080107,0.002,0.4,0.008,0.019,15,8
2018080108,0.002,0.4,0.012,0.019,6,6
2018080109,0.002,0.3,0.018,0.019,7,
2018080110,0.002,0.3,0.029,0.013,9,3
2018080111,0.002,0.3,0.037,0.01,11,3
2018080112,0.002,0.3,0.041,0.007,8,3
2018080113,0.002,0.3,0.047,0.008,9,2
2018080114,0.002,0.3,0.04,0.01,8,5
2018080115,0.002,0.2,0.038,0.009,6,2
2018080116,0.002,0.2,0.039,0.009,6,2
2018080117,0.002,0.3,0.041,0.01,7,3
2018080118,0.002,0.3,0.044,0.012,13,2
2018080119,0.002,0.3,0.048,0.016,18,5
2018080120,0.002,0.4,0.034,0.021,25,8
2018080121,0.002,0.4,0.021,0.031,22,8
2018080122,0.002,0.4,0.024,0.026,28,12
2018080123,0.002,0.4,0.044,0.015,24,14
2018080124,0.002,0.4,0.048,0.011,17,14
2018080201,0.002,0.4,0.042,0.01,7,
2018080202,0.002,0.4,0.036,0.01,22,7
2018080203,0.002,0.4,0.03,0.01,20,3
2018080204,0.002,0.4,0.028,0.01,18,12
2018080205,0.002,0.4,0.024,0.011,24,15
2018080206,0.002,0.4,0.018,0.014,19,16
2018080207,0.002,0.4,0.012,0.019,19,11
2018080208,0.002,0.4,0.019,0.016,12,11
2018080209,0.002,0.3,0.029,0.011,,10
2018080210,0.002,0.3,0.039,0.011,12,4
2018080211,0.002,0.3,0.05,0.009,18,4
2018080212,0.002,0.3,0.047,0.008,14,5
2018080213,0.002,0.3,0.043,0.007,14,6
2018080214,0.002,0.3,0.041,0.008,9,2
2018080215,0.002,0.3,0.041,0.008,8,7
2018080216,0.002,0.3,0.043,0.007,12,4
2018080217,0.002,0.3,0.047,0.008,11,4
2018080218,0.002,0.3,0.057,0.01,14,10
2018080219,0.002,0.3,0.058,0.017,20,7
2018080220,0.002,0.4,0.052,0.023,22,13
2018080221,0.002,0.4,0.047,0.024,32,14
2018080222,0.002,0.4,0.035,0.026,26,20
2018080223,0.002,0.4,0.035,0.022,33,19
2018080224,0.002,0.4,0.025,0.025,32,23
2018080301,0.002,0.4,0.027,0.02,48,20
2018080302,0.002,0.4,0.031,0.014,33,13
2018080303,0.002,0.4,0.031,0.011,28,12
2018080304,0.002,0.3,0.03,0.011,30,23
2018080305,0.002,0.3,0.034,0.009,22,17
2018080306,0.002,0.4,0.028,0.012,21,16
2018080307,0.002,0.4,0.019,0.019,19,16
2018080308,0.002,0.4,0.024,0.018,17,13
2018080309,0.002,0.4,0.034,0.012,14,14
2018080310,0.002,0.4,0.045,0.009,21,9
2018080311,0.002,0.3,0.052,0.009,13,10
2018080312,0.002,0.3,0.053,0.008,10,
2018080313,0.002,0.3,0.055,0.01,21,7
2018080314,0.002,0.3,0.057,0.009,13,10
2018080315,0.002,0.3,0.058,0.007,16,12
2018080316,0.002,0.3,0.057,0.007,19,7
2018080317,0.002,0.3,0.06,0.007,22,11
2018080318,0.002,0.4,0.068,0.009,29,11
2018080319,0.002,0.4,0.067,0.008,23,12
2018080320,0.002,0.4,0.062,0.008,27,16
2018080321,0.002,0.4,0.057,0.008,25,17
2018080322,0.002,0.4,0.051,0.008,26,17
2018080323,0.002,0.4,0.049,0.007,24,12
2018080324,0.002,0.4,0.046,0.007,27,15
2018080401,0.003,0.4,0.041,0.007,23,17
2018080402,0.002,0.4,0.036,0.008,31,26
2018080403,0.002,0.4,0.028,0.01,32,23
2018080404,0.002,0.4,0.023,0.012,43,33
2018080405,0.002,0.4,0.024,0.011,34,23
2018080406,0.002,0.4,0.021,0.012,36,19
2018080407,0.002,0.4,0.015,0.017,25,21
2018080408,0.002,0.5,0.02,0.015,18,17
2018080409,0.002,0.4,0.03,0.008,13,
2018080410,0.002,0.3,0.034,0.005,18,9
2018080411,0.002,0.3,0.036,0.005,16,10
2018080412,0.002,0.3,0.039,0.006,14,8
2018080413,0.002,0.3,0.042,0.006,15,8
2018080414,0.002,0.3,0.046,0.005,9,5
2018080415,0.002,0.3,0.052,0.006,17,11
2018080416,0.002,0.3,0.051,0.006,17,9
2018080417,0.002,0.3,0.051,0.007,24,8
2018080418,0.002,0.4,0.04,0.01,29,9
2018080419,0.003,0.4,0.048,0.013,29,11
2018080420,0.005,0.5,0.048,0.014,40,21
2018080421,0.005,0.5,0.04,0.014,27,13
2018080422,0.002,0.4,0.027,0.009,17,16
2018080423,0.002,0.4,0.025,0.008,20,12
2018080424,0.002,0.4,0.027,0.006,18,9
2018080501,0.002,0.4,0.027,0.005,22,15
2018080502,0.002,0.4,0.025,0.005,24,10
2018080503,0.002,0.4,0.024,0.005,28,9
2018080504,0.003,0.4,0.025,0.005,28,14
2018080505,0.002,0.4,0.022,0.006,22,15
2018080506,0.002,0.4,0.019,0.006,24,17
2018080507,0.002,0.4,0.018,0.008,23,17
2018080508,0.002,0.4,0.025,0.007,23,14
2018080509,0.002,0.4,0.028,0.005,17,10
2018080510,0.002,0.4,0.036,0.006,16,12
2018080511,0.003,0.4,0.042,0.006,15,15
2018080512,0.002,0.4,0.048,0.006,15,13
2018080513,0.002,0.3,0.051,0.007,21,12
2018080514,0.002,0.3,0.05,0.006,20,9
2018080515,0.002,0.3,0.052,0.006,20,12
2018080516,0.002,0.3,0.049,0.006,18,9
2018080517,0.002,0.3,0.046,0.007,19,15
2018080518,0.002,0.3,0.043,0.008,18,5
2018080519,0.002,0.4,0.038,0.008,24,13
2018080520,0.002,0.3,0.035,0.007,26,13
2018080521,0.002,0.3,0.033,0.007,21,8
2018080522,0.002,0.4,0.034,0.008,18,14
2018080523,0.003,0.4,0.03,0.009,24,9
2018080524,0.003,0.4,0.026,0.01,20,12
2018080601,0.004,0.4,0.02,0.012,29,14
2018080602,0.003,0.4,0.021,0.01,32,14
2018080603,0.002,0.4,0.012,0.012,35,25
2018080604,0.002,0.3,0.014,0.009,37,24
2018080605,0.002,0.3,0.014,0.009,30,18
2018080606,0.002,0.4,0.009,0.012,26,13
2018080607,0.002,0.4,0.005,0.015,25,16
2018080608,0.002,0.4,0.008,0.014,26,15
2018080609,0.003,0.4,0.014,0.014,17,13
2018080610,0.003,0.5,0.014,0.018,27,18
2018080611,0.003,0.5,0.02,0.017,28,16
2018080612,0.003,0.5,0.036,0.015,,21
2018080613,0.003,0.4,0.056,0.012,32,20
2018080614,0.002,0.4,0.066,0.01,35,23
2018080615,0.002,0.4,0.065,0.009,29,21
2018080616,0.002,0.4,0.069,0.01,43,18
2018080617,0.002,0.4,0.058,0.012,29,23
2018080618,0.002,0.4,0.063,0.015,32,21
2018080619,0.002,0.4,0.067,0.015,36,25
2018080620,0.002,0.4,0.056,0.014,41,22
2018080621,0.002,0.4,0.042,0.014,20,19
2018080622,0.002,0.4,0.036,0.015,32,13
2018080623,0.001,0.4,0.037,0.009,19,17
2018080624,0.001,0.3,0.037,0.007,15,12
2018080701,0.001,0.3,0.038,0.005,26,9
2018080702,0.001,0.3,0.036,0.005,21,7
2018080703,0.001,0.4,0.031,0.006,20,7
2018080704,0.001,0.4,0.029,0.006,22,13
2018080705,0.001,0.4,0.026,0.006,20,13
2018080706,0.001,0.4,0.022,0.008,16,9
2018080707,0.001,0.4,0.02,0.01,11,9
2018080708,0.001,0.4,0.021,0.01,9,6
2018080709,0.001,0.4,0.021,0.01,9,5
2018080710,0.001,0.4,0.032,0.008,8,7
2018080711,0.001,0.4,0.043,0.007,18,10
2018080712,0.001,0.4,0.048,0.009,16,9
2018080713,0.001,0.4,0.055,0.008,19,9
2018080714,0.001,0.4,0.062,0.008,18,9
2018080715,0.001,0.4,0.062,0.008,13,13
2018080716,0.001,0.4,0.068,0.009,14,
2018080717,0.001,0.4,0.066,0.012,30,16
2018080718,0.002,0.4,0.072,0.015,38,12
2018080719,0.002,0.4,0.074,0.015,33,11
2018080720,0.002,0.4,0.062,0.014,36,22
2018080721,0.003,0.4,0.069,0.013,26,18
2018080722,0.003,0.4,0.053,0.013,35,24
2018080723,0.001,0.4,0.046,0.01,14,13
2018080724,0.001,0.4,0.042,0.009,45,9
2018080801,0.001,0.4,0.04,0.009,9,8
2018080802,0.001,0.4,0.038,0.008,20,8
2018080803,0.001,0.4,0.038,0.007,25,12
2018080804,0.001,0.4,0.031,0.008,,20
2018080805,0.001,0.4,0.028,0.008,23,16
2018080806,0.002,0.4,0.024,0.01,23,11
2018080807,0.002,0.4,0.017,0.014,20,15
2018080808,0.002,0.4,0.028,0.01,21,19
2018080809,0.002,0.4,0.029,0.011,12,10
2018080810,0.002,0.4,0.03,0.013,16,13
2018080811,0.002,0.4,0.039,0.016,30,20
2018080812,0.002,0.4,0.058,0.015,36,20
2018080813,0.002,0.4,0.079,0.011,28,23
2018080814,0.002,0.4,0.081,0.01,28,23
2018080815,0.002,0.3,0.076,0.01,27,18
2018080816,0.002,0.3,0.077,0.01,30,20
2018080817,0.003,0.4,0.078,0.01,27,18
2018080818,0.003,0.3,0.065,0.012,17,17
2018080819,0.004,0.3,0.068,0.015,23,12
2018080820,0.004,0.3,0.059,0.019,27,15
2018080821,0.004,0.4,0.033,0.018,24,9
2018080822,0.006,0.4,0.021,0.019,25,12
2018080823,0.009,0.5,0.013,0.022,30,14
2018080824,0.009,0.6,0.012,0.02,30,13
2018080901,0.008,0.6,0.008,0.021,20,15
2018080902,0.006,0.5,0.008,0.02,34,17
2018080903,0.005,0.5,0.004,0.021,30,24
2018080904,0.004,0.5,0.003,0.02,37,26
2018080905,0.004,0.5,0.002,0.021,35,27
2018080906,0.004,0.6,0.002,0.02,29,22
2018080907,0.003,0.6,0.003,0.021,24,18
