Datetime,SO2,CO,O3,NO2,PM10,PM25
2017032921,0.003,0.4,0.034,0.035,65,37
2017032922,0.004,0.4,0.026,0.042,55,40
2017032923,0.005,0.6,0.014,0.052,58,40
2017032924,0.005,0.8,0.003,0.055,64,43
2017033001,0.004,0.8,0.009,0.045,78,47
2017033002,0.004,0.6,0.015,0.036,70,45
2017033003,0.003,0.6,0.004,0.038,76,48
2017033004,0.004,0.6,0.008,0.033,66,49
2017033005,0.003,0.5,0.008,0.033,62,48
2017033006,0.003,0.5,0.008,0.035,58,46
2017033007,0.004,0.6,0.003,0.043,55,41
2017033008,0.004,0.7,0.004,0.048,57,40
2017033009,0.006,0.9,0.005,0.055,60,43
2017033010,0.005,0.7,0.016,0.049,61,46
2017033011,0.005,0.6,0.023,0.045,61,42
2017033012,0.005,0.4,0.042,0.029,58,39
2017033013,0.004,0.4,0.053,0.023,55,37
2017033014,0.003,0.4,0.059,0.02,52,36
2017033015,0.003,0.4,0.062,0.02,54,34
2017033016,0.003,0.3,0.066,0.014,48,30
2017033017,0.003,0.3,0.07,0.015,49,25
2017033018,0.003,0.4,0.067,0.02,56,27
2017033019,0.004,0.5,0.053,0.037,76,35
2017033020,0.004,0.5,0.046,0.043,111,47
2017033021,0.004,0.5,0.038,0.043,104,52
2017033022,0.007,0.5,0.036,0.04,84,54
2017033023,0.007,0.5,0.034,0.039,73,55
2017033024,0.006,0.5,0.031,0.038,74,55
2017033101,0.006,0.5,0.032,0.033,74,55
2017033102,0.006,0.6,0.021,0.042,80,55
2017033103,0.005,0.6,0.028,0.03,80,55
2017033104,0.003,0.4,0.047,0.012,52,46
2017033105,0.003,0.4,0.048,0.011,47,36
2017033106,0.003,0.4,0.047,0.012,47,32
2017033107,0.003,0.5,0.03,0.025,51,38
2017033108,0.004,0.6,0.023,0.034,50,41
2017033109,0.003,0.6,0.023,0.035,45,42
2017033110,0.003,0.6,0.032,0.031,34,
2017033111,0.003,0.5,0.045,0.018,26,
2017033112,0.002,0.5,0.043,0.016,25,24
2017033113,0.003,0.5,0.041,0.015,28,22
2017033114,0.003,0.5,0.041,0.016,36,20
2017033115,0.002,0.4,0.044,0.017,34,22
2017033116,0.002,0.4,0.046,0.019,44,23
2017033117,0.003,0.4,0.044,0.019,45,26
2017033118,0.003,0.4,0.039,0.024,37,28
2017033119,0.002,0.5,0.03,0.032,29,28
2017033120,0.002,0.5,0.033,0.025,,23
2017033121,0.002,0.5,0.036,0.022,,19
2017033122,0.002,0.5,0.036,0.021,22,17
2017033123,0.002,0.5,0.033,0.022,29,20
2017033124,0.003,0.6,0.033,0.02,21,20
2017040101,0.003,0.6,0.033,0.016,29,18
2017040102,0.003,0.5,0.034,0.014,30,14
2017040103,0.003,0.6,0.033,0.013,32,13
2017040104,0.002,0.4,0.034,0.013,34,22
2017040105,0.002,0.4,0.035,0.012,30,26
2017040106,0.002,0.4,0.034,0.014,35,26
2017040107,0.003,0.5,0.025,0.023,28,27
2017040108,0.003,0.6,0.015,0.033,34,28
2017040109,0.003,0.6,0.013,0.034,59,37
2017040110,0.003,0.6,0.018,0.025,66,47
2017040111,0.003,0.6,0.022,0.023,79,52
2017040112,0.002,0.5,0.031,0.022,64,54
2017040113,0.002,0.4,0.038,0.02,56,55
2017040114,0.002,0.4,0.043,0.019,,44
2017040115,0.002,0.4,0.043,0.018,,28
2017040116,0.002,0.4,0.044,0.019,24,20
2017040117,0.003,0.4,0.044,0.018,27,19
2017040118,0.002,0.4,0.042,0.022,26,15
2017040119,0.002,0.4,0.037,0.027,36,19
2017040120,0.003,0.5,0.033,0.032,36,22
2017040121,0.004,0.4,0.036,0.027,35,20
2017040122,0.004,0.6,0.021,0.037,34,24
2017040123,0.003,0.6,0.011,0.039,44,25
2017040124,0.003,0.7,0.007,0.038,45,29
2017040201,0.002,0.6,0.01,0.03,53,32
2017040202,0.003,0.6,0.016,0.021,53,27
2017040203,0.002,0.5,0.023,0.015,43,27
2017040204,0.002,0.5,0.02,0.016,44,30
2017040205,0.002,0.5,0.017,0.016,46,29
2017040206,0.002,0.5,0.015,0.019,42,29
2017040207,0.002,0.6,0.007,0.03,44,31
2017040208,0.003,0.6,0.01,0.028,44,32
2017040209,0.003,0.5,0.019,0.026,40,31
2017040210,0.005,0.5,0.036,0.018,43,34
2017040211,0.004,0.5,0.036,0.021,46,33
2017040212,0.003,0.4,0.046,0.015,42,25
2017040213,0.003,0.4,0.047,0.015,41,23
2017040214,0.002,0.4,0.058,0.011,43,22
2017040215,0.003,0.4,0.062,0.01,45,31
2017040216,0.003,0.4,0.067,0.009,46,29
2017040217,0.003,0.3,0.066,0.011,41,28
2017040218,0.003,0.3,0.064,0.011,45,28
2017040219,0.003,0.4,0.063,0.014,47,28
2017040220,0.003,0.4,0.061,0.016,47,28
2017040221,0.004,0.4,0.061,0.013,49,34
2017040222,0.005,0.5,0.06,0.015,51,38
2017040223,0.005,0.5,0.055,0.02,55,39
2017040224,0.006,0.6,0.048,0.023,53,41
2017040301,0.004,0.6,0.043,0.021,57,38
2017040302,0.005,0.7,0.043,0.019,68,42
2017040303,0.005,0.7,0.045,0.015,74,48
2017040304,0.005,0.7,0.046,0.013,72,51
2017040305,0.004,0.6,0.042,0.016,67,53
2017040306,0.004,0.7,0.031,0.025,65,53
2017040307,0.004,0.7,0.009,0.049,71,53
2017040308,0.007,0.8,0.011,0.05,71,53
2017040309,0.006,0.8,0.017,0.049,71,54
2017040310,,,,,,
2017040311,,,,,,
2017040312,0.004,0.4,0.059,0.017,47,40
2017040313,0.003,0.4,0.06,0.02,43,38
2017040314,0.003,0.4,0.056,0.025,46,38
2017040315,0.003,0.4,0.061,0.024,51,39
2017040316,0.003,0.4,0.07,0.015,47,38
2017040317,0.003,0.3,0.069,0.012,41,29
2017040318,0.003,0.3,0.069,0.011,42,23
2017040319,0.003,0.4,0.066,0.012,47,26
2017040320,0.003,0.4,0.061,0.015,58,28
2017040321,0.003,0.4,0.059,0.016,38,25
2017040322,0.004,0.4,0.04,0.031,43,23
2017040323,0.003,0.5,0.027,0.038,54,30
2017040324,0.003,0.5,0.027,0.036,60,33
2017040401,0.003,0.6,0.019,0.04,59,35
2017040402,0.003,0.5,0.03,0.026,58,32
2017040403,0.003,0.5,0.033,0.021,57,31
2017040404,0.003,0.5,0.031,0.023,51,32
2017040405,0.003,0.5,0.024,0.029,48,34
2017040406,0.003,0.5,0.013,0.041,54,35
2017040407,0.003,0.6,0.007,0.05,52,37
2017040408,0.004,0.7,0.006,0.057,64,35
2017040409,0.005,0.7,0.011,0.053,54,39
2017040410,0.004,0.7,0.014,0.055,52,38
2017040411,0.004,0.7,0.032,0.046,72,40
2017040412,0.003,0.4,0.074,0.013,58,33
2017040413,0.003,0.4,0.078,0.011,38,27
2017040414,0.003,0.4,0.082,0.011,46,31
2017040415,0.003,0.4,0.081,0.011,48,32
2017040416,0.003,0.4,0.078,0.01,46,31
2017040417,0.003,0.4,0.07,0.011,52,28
2017040418,0.003,0.3,0.07,0.018,63,30
2017040419,0.004,0.4,0.063,0.029,54,31
2017040420,0.006,0.5,0.061,0.03,58,36
2017040421,0.005,0.4,0.065,0.019,68,41
2017040422,0.004,0.4,0.072,0.014,79,39
2017040423,0.004,0.4,0.065,0.017,70,42
2017040424,0.004,0.4,0.058,0.017,53,35
2017040501,0.004,0.5,0.043,0.024,53,30
2017040502,0.004,0.6,0.039,0.024,87,37
2017040503,0.004,0.5,0.042,0.018,68,43
2017040504,0.004,0.5,0.042,0.017,59,42
2017040505,0.004,0.4,0.04,0.019,43,34
2017040506,0.005,0.5,0.034,0.026,38,28
2017040507,0.005,0.5,0.014,0.047,42,26
2017040508,0.004,0.5,0.01,0.056,48,25
2017040509,0.005,0.6,0.016,0.052,50,30
2017040510,0.004,0.6,0.02,0.044,42,31
2017040511,0.003,0.5,0.029,0.031,37,24
2017040512,0.003,0.5,0.017,0.044,29,22
2017040513,0.004,0.6,0.029,0.028,32,24
2017040514,0.003,0.5,0.032,0.024,30,22
2017040515,0.004,0.6,0.038,0.025,37,23
2017040516,0.004,0.5,0.033,0.026,40,28
2017040517,0.004,0.6,0.028,0.029,27,26
2017040518,0.004,0.6,0.025,0.029,29,20
2017040519,0.004,0.6,0.021,0.033,22,16
2017040520,0.003,0.6,0.015,0.038,16,13
2017040521,0.003,0.7,0.011,0.042,22,12
2017040522,0.004,1.1,0.002,0.058,21,11
2017040523,0.003,1.2,0.002,0.055,23,14
2017040524,0.003,1.3,0.002,0.054,30,16
2017040601,0.003,1.1,0.003,0.05,22,14
2017040602,0.003,0.6,0.027,0.018,20,9
2017040603,0.002,0.3,0.046,0.007,12,5
2017040604,0.002,0.3,0.049,0.007,28,4
2017040605,0.002,0.3,0.045,0.008,24,10
2017040606,0.002,0.3,0.043,0.009,12,7
2017040607,0.002,0.3,0.039,0.013,6,4
2017040608,0.001,0.3,0.03,0.02,10,2
2017040609,0.002,0.3,0.031,0.018,8,2
2017040610,0.002,0.4,0.027,0.023,12,5
2017040611,0.001,0.3,0.034,0.015,18,8
2017040612,0.002,0.4,0.036,0.014,22,8
2017040613,0.002,0.4,0.037,0.014,23,13
2017040614,0.002,0.4,0.043,0.014,39,17
2017040615,0.002,0.4,0.049,0.012,30,20
2017040616,0.002,0.4,0.048,0.012,31,20
2017040617,0.002,0.3,0.048,0.012,33,20
2017040618,0.002,0.3,0.046,0.015,40,25
2017040619,0.002,0.3,0.042,0.016,37,21
2017040620,0.002,0.4,0.037,0.016,36,22
2017040621,0.002,0.4,0.033,0.017,34,22
2017040622,0.001,0.4,0.029,0.018,40,24
2017040623,0.001,0.4,0.027,0.019,48,25
2017040624,0.001,0.3,0.032,0.016,42,22
2017040701,0.001,0.3,0.033,0.014,36,21
2017040702,0.002,0.4,0.026,0.02,57,20
2017040703,0.002,0.5,0.023,0.024,66,33
2017040704,0.002,0.4,0.031,0.017,49,34
2017040705,0.002,0.4,0.032,0.017,43,31
2017040706,0.002,0.4,0.033,0.017,40,27
2017040707,0.002,0.4,0.03,0.02,36,25
2017040708,0.002,0.4,0.025,0.026,34,21
2017040709,0.002,0.4,0.031,0.02,31,17
2017040710,0.002,0.4,0.031,0.016,18,15
2017040711,0.002,0.4,0.032,0.016,18,14
2017040712,0.002,0.4,0.034,0.017,32,16
2017040713,0.002,0.3,0.044,0.016,23,14
2017040714,0.002,0.3,0.051,0.014,24,11
2017040715,0.002,0.3,0.056,0.013,20,11
2017040716,0.002,0.3,0.057,0.013,22,10
2017040717,0.002,0.3,0.059,0.013,23,11
2017040718,0.002,0.3,0.054,0.018,24,11
2017040719,0.002,0.4,0.042,0.031,31,12
2017040720,0.003,0.7,0.009,0.061,33,17
2017040721,0.002,0.6,0.009,0.054,49,19
2017040722,0.002,0.5,0.025,0.036,53,25
2017040723,0.002,0.4,0.042,0.017,62,36
2017040724,0.002,0.4,0.048,0.013,50,35
2017040801,0.003,0.5,0.052,0.012,40,25
2017040802,0.003,0.5,0.036,0.018,60,23
2017040803,0.002,0.5,0.023,0.022,64,35
2017040804,0.002,0.5,0.014,0.025,54,37
2017040805,0.002,0.5,0.012,0.025,42,32
2017040806,0.002,0.5,0.014,0.026,37,22
2017040807,0.002,0.5,0.006,0.038,33,17
2017040808,0.003,0.7,0.005,0.043,39,18
2017040809,0.007,0.9,0.008,0.044,54,26
2017040810,0.007,0.8,0.016,0.039,79,43
2017040811,0.005,0.6,0.042,0.027,50,39
2017040812,0.003,0.4,0.054,0.023,25,25
2017040813,0.004,0.4,0.055,0.022,25,18
2017040814,0.004,0.5,0.06,0.021,41,18
2017040815,0.003,0.4,0.071,0.016,50,20
2017040816,0.003,0.4,0.077,0.015,52,26
2017040817,0.003,0.5,0.074,0.019,57,25
2017040818,0.005,0.7,0.066,0.023,77,40
2017040819,0.005,0.7,0.06,0.026,92,46
2017040820,0.004,0.7,0.056,0.026,83,48
2017040821,0.006,0.7,0.051,0.025,92,46
2017040822,0.006,0.6,0.046,0.025,85,34
2017040823,0.008,0.7,0.034,0.029,70,27
2017040824,0.007,0.7,0.032,0.025,70,31
2017040901,0.004,0.6,0.033,0.019,91,35
2017040902,0.007,0.8,0.033,0.019,88,36
2017040903,0.006,0.8,0.027,0.019,83,46
2017040904,0.004,0.7,0.026,0.017,73,51
2017040905,0.004,0.7,0.022,0.018,70,49
2017040906,0.005,0.9,0.02,0.02,68,43
2017040907,0.002,0.6,0.016,0.02,69,43
2017040908,0.003,0.7,0.015,0.024,68,41
2017040909,0.005,0.8,0.02,0.024,62,40
2017040910,0.004,0.7,0.026,0.02,64,36
2017040911,0.003,0.7,0.033,0.02,52,39
2017040912,0.002,0.5,0.051,0.014,47,34
2017040913,0.002,0.5,0.055,0.012,29,24
2017040914,0.002,0.4,0.054,0.012,20,15
2017040915,0.002,0.4,0.049,0.013,17,6
2017040916,0.002,0.3,0.046,0.013,31,3
2017040917,0.002,0.3,0.044,0.014,21,2
2017040918,0.002,0.3,0.043,0.014,30,3
2017040919,0.002,0.3,0.042,0.015,33,7
2017040920,0.002,0.3,0.04,0.015,27,8
2017040921,0.002,0.3,0.043,0.012,27,9
2017040922,0.002,0.3,0.046,0.01,23,10
2017040923,0.002,0.3,0.048,0.01,29,14
2017040924,0.002,0.3,0.047,0.01,35,15
2017041001,0.002,0.3,0.048,0.009,41,18
2017041002,0.002,0.4,0.048,0.008,36,15
2017041003,0.002,0.4,0.048,0.008,35,14
2017041004,0.002,0.3,0.05,0.007,32,15
2017041005,0.002,0.3,0.05,0.007,29,14
2017041006,0.002,0.3,0.048,0.008,28,14
2017041007,0.002,0.3,0.045,0.012,34,14
2017041008,0.002,0.3,0.041,0.016,29,19
2017041009,0.002,0.3,0.043,0.014,32,17
2017041010,0.002,0.3,0.045,0.012,31,15
2017041011,0.002,0.3,0.046,0.011,28,14
2017041012,0.002,0.3,0.049,0.009,24,10
2017041013,0.002,0.3,0.051,0.009,32,9
2017041014,0.002,0.3,0.052,0.01,20,9
2017041015,0.002,0.3,0.053,0.01,31,7
2017041016,0.002,0.3,0.053,0.01,24,6
2017041017,0.002,0.3,0.051,0.012,18,7
2017041018,0.002,0.3,0.048,0.013,19,6
2017041019,0.002,0.3,0.046,0.013,28,5
2017041020,0.002,0.3,0.044,0.013,20,5
2017041021,0.002,0.3,0.043,0.012,20,7
2017041022,0.002,0.3,0.044,0.01,23,9
2017041023,0.002,0.3,0.043,0.011,28,11
2017041024,0.002,0.3,0.045,0.009,22,10
2017041101,0.002,0.3,0.044,0.008,33,9
2017041102,0.002,0.4,0.042,0.009,29,13
2017041103,0.002,0.4,0.038,0.01,32,13
2017041104,0.002,0.4,0.035,0.01,31,14
2017041105,0.002,0.5,0.035,0.01,26,12
2017041106,0.001,0.4,0.032,0.015,21,12
2017041107,0.001,0.4,0.027,0.022,24,14
2017041108,0.001,0.4,0.027,0.024,24,13
2017041109,0.002,0.4,0.025,0.027,19,11
2017041110,0.002,0.4,0.025,0.026,16,12
2017041111,0.002,0.4,0.024,0.025,13,12
2017041112,0.002,0.4,0.033,0.023,17,13
2017041113,0.002,0.4,0.048,0.015,34,14
2017041114,0.002,0.4,0.055,0.013,27,13
2017041115,0.002,0.4,0.06,0.011,39,17
2017041116,0.002,0.3,0.044,0.012,45,21
2017041117,0.003,0.4,0.053,0.018,74,24
2017041118,0.003,0.4,0.059,0.017,56,26
2017041119,0.002,0.4,0.057,0.016,42,20
2017041120,0.002,0.4,0.06,0.013,41,19
2017041121,0.003,0.5,0.063,0.012,49,25
2017041122,0.004,0.5,0.059,0.013,60,28
2017041123,0.004,0.5,0.058,0.013,77,30
2017041124,0.004,0.5,0.054,0.013,77,29
2017041201,0.004,0.5,0.049,0.013,88,25
2017041202,0.004,0.5,0.046,0.011,86,24
2017041203,0.003,0.4,0.043,0.01,84,21
2017041204,0.003,0.4,0.039,0.011,75,22
2017041205,0.003,0.5,0.028,0.017,85,23
2017041206,0.003,0.5,0.015,0.027,78,24
2017041207,0.003,0.5,0.006,0.036,74,24
2017041208,0.003,0.5,0.008,0.039,75,24
2017041209,0.003,0.5,0.012,0.039,65,23
2017041210,0.002,0.4,0.034,0.019,72,21
2017041211,0.002,0.3,0.037,0.016,68,15
2017041212,0.002,0.3,0.042,0.011,97,12
2017041213,0.002,0.3,0.045,0.008,108,7
2017041214,0.003,0.3,0.045,0.007,88,7
2017041215,0.002,0.3,0.047,0.007,95,5
2017041216,0.002,0.3,0.048,0.008,78,7
2017041217,0.002,0.3,0.048,0.008,71,7
2017041218,0.002,0.3,0.047,0.009,68,10
2017041219,0.002,0.3,0.051,0.009,68,10
2017041220,0.003,0.3,0.052,0.01,68,13
2017041221,0.002,0.3,0.047,0.009,63,14
2017041222,0.002,0.3,0.043,0.008,74,11
2017041223,0.003,0.4,0.041,0.008,68,10
2017041224,0.003,0.3,0.039,0.009,70,7
2017041301,0.003,0.3,0.04,0.009,77,10
2017041302,0.003,0.3,0.042,0.007,63,8
2017041303,0.003,0.3,0.04,0.008,60,6
2017041304,0.003,0.4,0.041,0.008,57,10
2017041305,0.003,0.4,0.034,0.013,64,11
2017041306,0.003,0.4,0.02,0.026,63,16
2017041307,0.003,0.4,0.011,0.036,67,17
2017041308,0.004,0.6,0.008,0.042,67,18
2017041309,0.004,0.5,0.027,0.025,66,20
2017041310,0.003,0.4,0.041,0.013,56,15
2017041311,0.004,0.4,0.046,0.011,48,11
2017041312,0.003,0.4,0.052,0.008,57,11
2017041313,0.003,0.4,0.056,0.01,57,11
2017041314,0.003,0.4,0.061,0.012,61,16
2017041315,0.004,0.5,0.07,0.01,88,26
2017041316,0.004,0.5,0.074,0.01,89,33
2017041317,0.004,0.6,0.076,0.01,93,34
2017041318,0.004,0.6,0.072,0.011,108,39
2017041319,0.004,0.6,0.071,0.012,108,37
2017041320,0.004,0.6,0.074,0.013,100,37
2017041321,0.005,0.6,0.078,0.014,94,36
2017041322,0.005,0.6,0.079,0.016,81,35
2017041323,0.004,0.8,0.065,0.023,83,35
2017041324,0.006,1.1,0.048,0.041,82,36
2017041401,0.005,0.8,0.061,0.025,80,39
2017041402,0.006,0.8,0.055,0.022,81,35
2017041403,0.005,0.7,0.051,0.019,60,33
2017041404,0.006,0.9,0.04,0.023,52,29
2017041405,0.004,0.6,0.038,0.021,36,23
2017041406,0.005,0.5,0.026,0.034,37,16
2017041407,0.004,0.5,0.025,0.047,41,15
2017041408,0.004,0.6,0.026,0.048,41,18
2017041409,0.003,0.4,0.047,0.02,37,15
2017041410,0.002,0.3,0.055,0.007,29,9
2017041411,0.002,0.3,0.055,0.008,38,5
2017041412,0.002,0.3,0.054,0.009,33,6
2017041413,0.002,0.3,0.057,0.007,35,6
2017041414,0.002,0.3,0.054,0.008,55,8
2017041415,0.002,0.3,0.058,0.009,17,6
2017041416,0.002,0.3,0.06,0.008,41,10
2017041417,0.002,0.3,0.056,0.008,42,11
2017041418,0.002,0.4,0.056,0.009,34,11
2017041419,0.002,0.4,0.051,0.013,56,13
2017041420,0.002,0.4,0.051,0.012,47,13
2017041421,0.003,0.4,0.055,0.013,46,14
2017041422,0.003,0.4,0.061,0.011,51,18
2017041423,0.003,0.4,0.059,0.011,54,21
2017041424,0.003,0.5,0.063,0.009,52,21
2017041501,0.004,0.5,0.065,0.01,47,24
2017041502,0.004,0.5,0.068,0.009,67,21
2017041503,0.004,0.7,0.051,0.016,68,28
2017041504,0.003,0.6,0.04,0.019,75,35
2017041505,0.003,0.7,0.037,0.021,66,36
2017041506,0.003,0.7,0.017,0.037,67,35
2017041507,0.003,0.7,0.006,0.05,70,32
2017041508,0.003,0.8,0.009,0.051,65,37
2017041509,0.004,0.8,0.021,0.045,58,40
2017041510,0.003,0.5,0.057,0.013,52,33
2017041511,0.002,0.4,0.06,0.012,30,21
2017041512,0.002,0.4,0.062,0.011,38,16
2017041513,0.002,0.4,0.064,0.011,38,15
2017041514,0.002,0.4,0.059,0.018,44,15
2017041515,0.002,0.4,0.056,0.018,41,16
2017041516,0.002,0.3,0.06,0.013,42,13
2017041517,0.002,0.3,0.059,0.013,45,15
2017041518,0.002,0.4,0.06,0.009,41,14
2017041519,0.002,0.4,0.061,0.01,54,15
2017041520,0.002,0.4,0.058,0.012,53,17
2017041521,0.002,0.4,0.061,0.01,44,18
2017041522,0.003,0.5,0.043,0.023,44,18
2017041523,0.003,0.6,0.021,0.037,67,24
2017041524,0.003,0.6,0.03,0.025,68,30
2017041601,0.003,0.5,0.036,0.018,53,26
2017041602,0.002,0.4,0.048,0.011,48,19
2017041603,0.002,0.5,0.039,0.014,42,19
2017041604,0.002,0.5,0.03,0.016,52,20
2017041605,0.002,0.5,0.028,0.014,42,21
2017041606,0.002,0.5,0.023,0.018,47,21
2017041607,0.002,0.5,0.012,0.03,48,21
2017041608,0.003,0.5,0.013,0.03,42,20
2017041609,0.004,0.6,0.023,0.023,36,19
2017041610,0.003,0.6,0.029,0.024,44,20
2017041611,0.002,0.5,0.035,0.022,50,19
2017041612,0.002,0.5,0.043,0.021,54,20
2017041613,0.002,0.5,0.052,0.017,42,13
2017041614,0.002,0.4,0.064,0.012,41,10
2017041615,0.002,0.3,0.064,0.01,42,12
2017041616,0.002,0.4,0.065,0.011,40,10
2017041617,0.002,0.4,0.064,0.011,38,11
2017041618,0.002,0.4,0.061,0.014,38,11
2017041619,0.003,0.5,0.049,0.029,44,13
2017041620,0.003,0.6,0.021,0.049,61,18
2017041621,0.003,0.6,0.01,0.055,62,27
2017041622,0.003,0.6,0.011,0.047,69,29
2017041623,0.003,0.5,0.016,0.04,58,30
2017041624,0.003,0.5,0.022,0.029,52,25
2017041701,0.002,0.5,0.016,0.031,56,22
2017041702,0.002,0.5,0.016,0.027,58,20
2017041703,0.003,0.5,0.027,0.017,49,23
2017041704,0.003,0.5,0.026,0.019,43,23
2017041705,0.003,0.6,0.018,0.025,41,21
2017041706,0.004,0.6,0.015,0.03,51,21
2017041707,0.004,0.6,0.008,0.039,50,22
2017041708,0.003,0.8,0.005,0.046,53,21
2017041709,0.004,1,0.004,0.051,57,21
2017041710,0.003,0.9,0.003,0.046,68,24
2017041711,0.003,0.8,0.005,0.045,60,23
2017041712,0.003,0.8,0.02,0.032,37,20
2017041713,0.002,0.7,0.016,0.038,31,15
2017041714,0.002,0.6,0.026,0.028,23,13
2017041715,0.002,0.6,0.017,0.037,29,14
2017041716,0.002,0.5,0.027,0.032,18,11
2017041717,0.002,0.5,0.032,0.028,20,11
2017041718,0.002,0.5,0.036,0.021,18,11
2017041719,0.002,0.5,0.035,0.025,26,13
2017041720,0.002,0.6,0.029,0.031,33,14
2017041721,0.002,0.5,0.029,0.027,32,18
2017041722,0.002,0.5,0.032,0.023,34,17
2017041723,0.002,0.5,0.025,0.025,39,18
2017041724,0.002,0.6,0.014,0.028,38,20
2017041801,0.002,0.5,0.025,0.017,50,20
2017041802,0.003,0.6,0.028,0.014,60,23
2017041803,0.003,0.6,0.027,0.014,58,32
2017041804,0.002,0.6,0.017,0.017,50,34
2017041805,0.003,0.7,0.017,0.016,45,26
2017041806,0.002,0.6,0.008,0.023,40,20
2017041807,0.003,0.6,0.006,0.028,35,17
2017041808,0.003,0.6,0.011,0.03,30,16
2017041809,0.003,0.6,0.022,0.023,22,16
2017041810,0.002,0.6,0.031,0.017,21,14
2017041811,0.002,0.5,0.043,0.014,21,10
2017041812,0.002,0.4,0.057,0.011,26,10
2017041813,0.002,0.4,0.06,0.01,51,11
2017041814,0.002,0.5,0.058,0.013,87,16
2017041815,0.003,0.5,0.058,0.013,124,23
2017041816,0.003,0.5,0.057,0.013,127,27
2017041817,0.002,0.6,0.047,0.016,105,32
2017041818,0.002,0.6,0.043,0.016,80,30
2017041819,0.002,0.5,0.04,0.017,89,27
2017041820,0.002,0.5,0.042,0.017,85,22
2017041821,0.002,0.4,0.044,0.012,67,20
2017041822,0.002,0.4,0.045,0.011,69,19
2017041823,0.002,0.4,0.045,0.009,59,14
2017041824,0.002,0.4,0.044,0.008,68,14
2017041901,0.002,0.4,0.043,0.008,84,10
2017041902,0.002,0.4,0.042,0.007,91,10
2017041903,0.002,0.4,0.039,0.008,107,12
2017041904,0.002,0.4,0.037,0.008,102,14
2017041905,0.002,0.4,0.036,0.008,92,14
2017041906,0.002,0.4,0.032,0.012,88,10
2017041907,0.002,0.4,0.029,0.014,87,11
2017041908,0.002,0.4,0.029,0.014,80,13
2017041909,0.003,0.4,0.028,0.013,105,13
2017041910,0.003,0.4,0.032,0.012,132,17
2017041911,0.003,0.3,0.031,0.01,170,22
2017041912,0.002,0.3,0.039,0.009,188,21
2017041913,0.002,0.3,0.045,0.007,164,22
2017041914,0.002,0.3,0.051,0.006,153,22
2017041915,0.002,0.3,0.053,0.006,145,24
2017041916,0.002,0.2,0.054,0.006,119,20
2017041917,0.002,0.3,0.052,0.007,117,20
2017041918,0.002,0.2,0.052,0.007,107,20
2017041919,0.002,0.3,0.049,0.008,96,21
2017041920,0.002,0.3,0.049,0.008,95,20
2017041921,0.002,0.3,0.051,0.009,107,18
2017041922,0.003,0.4,0.036,0.023,107,18
2017041923,0.002,0.4,0.02,0.032,103,21
2017041924,0.002,0.4,0.02,0.029,91,25
2017042001,0.003,0.4,0.024,0.022,100,25
2017042002,0.004,0.6,0.036,0.014,84,21
2017042003,0.003,0.6,0.033,0.013,85,21
2017042004,0.003,0.6,0.026,0.017,83,20
2017042005,0.003,0.6,0.025,0.016,78,20
2017042006,0.004,0.6,0.019,0.024,77,20
2017042007,0.004,0.5,0.008,0.037,77,20
2017042008,0.004,0.6,0.005,0.043,86,22
2017042009,0.004,0.6,0.006,0.044,85,22
2017042010,0.004,0.5,0.021,0.032,90,21
2017042011,0.005,0.5,0.041,0.018,91,17
2017042012,0.004,0.4,0.036,0.02,85,15
2017042013,0.004,0.5,0.024,0.035,77,17
2017042014,0.004,0.5,0.017,0.042,100,19
2017042015,0.002,0.6,0.016,0.041,92,20
2017042016,0.002,0.5,0.021,0.036,58,20
2017042017,0.002,0.4,0.032,0.027,39,13
2017042018,0.002,0.4,0.033,0.024,37,13
2017042019,0.002,0.4,0.033,0.023,37,13
2017042020,0.002,0.5,0.021,0.027,36,14
2017042021,0.002,0.5,0.009,0.031,40,14
2017042022,0.002,0.6,0.006,0.03,46,17
2017042023,0.002,0.5,0.005,0.028,39,12
2017042024,0.003,0.5,0.007,0.024,50,20
2017042101,0.004,0.6,0.007,0.021,45,22
2017042102,0.002,0.5,0.007,0.017,44,22
2017042103,0.002,0.6,0.009,0.015,40,23
2017042104,0.003,0.6,0.008,0.017,40,25
2017042105,0.003,0.6,0.004,0.021,33,22
2017042106,0.003,0.5,0.003,0.025,27,20
2017042107,0.002,0.4,0.005,0.022,29,17
2017042108,0.002,0.5,0.007,0.021,26,16
2017042109,0.003,0.6,0.007,0.025,24,18
2017042110,0.003,0.6,0.009,0.028,30,24
2017042111,0.004,0.5,0.029,0.029,42,23
2017042112,0.003,0.5,0.029,0.033,42,20
2017042113,0.003,0.4,0.053,0.021,46,16
2017042114,0.003,0.4,0.058,0.017,50,12
2017042115,0.003,0.4,0.062,0.014,63,19
2017042116,0.003,0.4,0.065,0.015,60,22
2017042117,0.003,0.4,0.064,0.015,70,24
2017042118,0.003,0.4,0.059,0.018,66,22
2017042119,0.003,0.4,0.052,0.021,77,21
2017042120,0.003,0.4,0.047,0.021,77,19
2017042121,0.004,0.5,0.03,0.034,83,22
2017042122,0.003,0.6,0.013,0.046,82,23
2017042123,0.003,0.6,0.005,0.049,80,32
2017042124,0.003,0.6,0.005,0.044,77,32
2017042201,0.002,0.6,0.014,0.029,82,28
2017042202,0.002,0.6,0.008,0.031,66,26
2017042203,0.002,0.6,0.014,0.022,65,27
2017042204,0.002,0.6,0.013,0.022,60,28
